issue_id	publish_year	publish_month	publish_date	icon_url	HÁ	L%	S%
12181	1972	5	1972/5	11021-2469-12181-1-amazing-adventures_icon.jpg	45.71016019	34.38909804	26.85164701
12280	1972	6	1972/6	11105-2133-12280-1-x-men_icon.jpg	32.80466401	38.23121569	28.52037551
12432	1972	8	1972/8	11225-2133-12432-1-x-men_icon.jpg	22.44861212	44.58709804	35.36493015
12489	1972	9	1972/9	11268-2576-12489-1-marvel-team-up_icon.jpg	36.73201383	34.86913725	25.66649759
13724	1973	10	1973/10	12256-2133-13724-1-x-men_icon.jpg	37.95897781	39.73498039	15.26269144
13899	1973	12	1973/12	12404-2133-13899-1-x-men_icon.jpg	35.37431986	45.10364706	24.46452311
12945	1973	2	1973/2	11640-2133-12945-1-x-men_icon.jpg	34.97272105	38.608	32.95324346
12998	1973	3	1973/3	11675-2469-12998-1-amazing-adventures_icon.jpg	7.911787592	38.96615686	15.90852595
13007	1973	3	1973/3	11684-2129-13007-1-fantastic-four-annua_icon.jpg	23.0394847	43.73572549	19.37743721
13098	1973	4	1973/4	11756-2128-13098-1-avengers-the_icon.jpg	17.02304772	50.6307451	26.73776487
13119	1973	4	1973/4	11777-2577-13119-1-marvel-triple-action_icon.jpg	32.46806879	37.36756863	24.90436816
13130	1973	4	1973/4	11787-2133-13130-1-x-men_icon.jpg	13.76821447	42.0804902	23.64725864
13170	1973	5	1973/5	11810-2128-13170-1-avengers-the_icon.jpg	45.76543327	38.80211765	19.22332923
13302	1973	6	1973/6	11917-2133-13302-1-x-men_icon.jpg	8.286413709	47.32313725	14.21764423
13500	1973	8	1973/8	12072-2133-13500-1-x-men_icon.jpg	16.23228938	43.65103922	18.21383764
14696	1974	10	1974/10	13114-2133-14696-1-x-men_icon.jpg	44.91692779	34.79011765	21.65613855
14866	1974	12	1974/12	13269-2133-14866-1-x-men_icon.jpg	16.83572482	52.75588235	15.47448588
14057	1974	2	1974/2	12528-2472-14057-1-fear_icon.jpg	36.38946228	35.94992157	20.0286237
14059	1974	2	1974/2	12530-2406-14059-1-incredible-hulk-the_icon.jpg	31.3919839	43.24166667	16.21779103
14080	1974	2	1974/2	12551-2133-14080-1-x-men_icon.jpg	42.37345819	41.64631373	26.72731433
14214	1974	4	1974/4	12670-2133-14214-1-x-men_icon.jpg	42.19327032	39.9592549	19.9466908
14256	1974	5	1974/5	12703-2400-14256-1-captain-america_icon.jpg	34.81730401	49.93960784	18.46072904
14361	1974	6	1974/6	12799-2133-14361-1-x-men_icon.jpg	56.78628229	41.6907451	10.29108826
14432	1974	7	1974/7	12866-2576-14432-1-marvel-team-up_icon.jpg	52.37263106	50.09176471	6.385051781
14516	1974	8	1974/8	12945-2133-14516-1-x-men_icon.jpg	16.56678594	46.67852941	22.12861857
265145	1975	-1	1975/-1	1703877-marvel_treasury_edition_v1974_001__1974__pagecover_icon.jpg	9.968226812	53.99254902	6.974999787
178793	1975	10	1975/10	1005619-164705_20090314164928_large_icon.jpg	17.10509659	52.93941176	16.45646622
190787	1975	10	1975/10	1082631-98457_20070707131910_large_icon.jpg	31.68483603	57.70705882	20.75347483
15671	1975	10	1975/10	13998-2746-15671-1-champions-the_icon.jpg	38.47461609	42.99792157	23.67948474
14896	1975	12	1975/12	13292-2763-14896-1-giant-size-x-men_icon.jpg	20.86204745	36.834	34.98611151
15059	1975	2	1975/2	13426-2683-15059-1-giant-size-fantastic_icon.jpg	30.79303017	40.55358824	29.82676517
15083	1975	2	1975/2	13450-2133-15083-1-x-men_icon.jpg	18.78710606	40.80943137	23.77857675
144085	1975	3	1975/3	630345-s6_icon.jpg	39.15418115	55.00921569	37.72755205
15298	1975	4	1975/4	13652-2133-15298-1-x-men_icon.jpg	21.8141692	55.73627451	13.84969767
14890	1975	5	1975/5	13286-2763-14890-1-giant-size-x-men_icon.jpg	0.114229144	50.87431373	10.48251584
190784	1975	6	1975/6	1082621-137678_20080729154405_large_icon.jpg	20.48655216	45.99272549	33.01933085
216929	1975	6	1975/6	1248712-foom_v1_010_icon.jpg	276.8055106	42.28256863	22.49241912
15321	1975	6	1975/6	13669-2128-15321-1-avengers-the_icon.jpg	17.80857595	43.80627451	9.624371117
15508	1975	8	1975/8	13846-2133-15508-1-x-men_icon.jpg	42.55011221	42.76539216	20.94074602
15996	1976	1	1976/1	14300-2746-15996-1-champions-the_icon.jpg	34.95862813	47.94647059	10.23077206
16764	1976	10	1976/10	15027-2746-16764-1-champions-the_icon.jpg	25.86294868	42.66058824	23.24090289
305492	1976	11	1976/11	2113757-700970_icon.jpg	28.18392228	41.84078431	28.75138246
64791	1976	11	1976/11	49835-2293-64791-1-marvel-tales_icon.jpg	26.05380902	41.29252941	18.56201497
16947	1976	12	1976/12	15199-2746-16947-1-champions-the_icon.jpg	27.81538267	43.05007843	17.27154058
16072	1976	2	1976/2	14370-2746-16072-1-champions-the_icon.jpg	57.30225729	43.28392157	4.93685107
16161	1976	3	1976/3	14455-2746-16161-1-champions-the_icon.jpg	16.52000275	49.77352941	17.16362347
16247	1976	4	1976/4	14537-2746-16247-1-champions-the_icon.jpg	45.5988456	51.49156863	15.96690286
16255	1976	4	1976/4	14545-2636-16255-1-ghost-rider_icon.jpg	23.16394723	50.50705882	18.25889214
223605	1976	5	1976/5	1293418-187_icon.jpg	42.4085443	46.92841176	34.19940009
16409	1976	6	1976/6	14693-2746-16409-1-champions-the_icon.jpg	23.56999615	50.35078431	19.49638839
16416	1976	6	1976/6	14700-2636-16416-1-ghost-rider_icon.jpg	17.28749926	38.85864706	22.98269596
16440	1976	6	1976/6	14724-2133-16440-1-x-men_icon.jpg	27.63421292	49.36431373	18.33427339
220852	1976	7	1976/7	1274573-198_icon.jpg	57.25253794	40.01935294	25.59413656
67502	1976	7	1976/7	51240-2702-67502-1-spidey-super-stories_icon.jpg	50.35200666	40.47537255	19.56435383
16587	1976	8	1976/8	14862-2746-16587-1-champions-the_icon.jpg	21.66366962	43.99396078	17.25049606
16618	1976	8	1976/8	14893-2133-16618-1-x-men_icon.jpg	38.52985608	46.79219608	21.46989485
16673	1976	9	1976/9	14943-2128-16673-1-avengers-the_icon.jpg	16.89355182	50.8445098	15.36022147
325313	1976	9	1976/9	2266939-4_icon.jpg	20.53726367	63.12803922	14.03532096
331953	1976	9	1976/9	2300292-titansann1977_icon.jpg	14.30946465	61.71666667	11.33703808
17095	1977	1	1977/1	15338-2746-17095-1-champions-the_icon.jpg	29.52288107	47.40011765	28.93903631
17099	1977	1	1977/1	15342-2569-17099-1-defenders-the_icon.jpg	13.9107835	43.32701961	25.9450472
305493	1977	1	1977/1	2113758-700971_icon.jpg	47.03362179	41.20560784	22.13833449
17871	1977	10	1977/10	16044-2901-17871-1-godzilla_icon.jpg	42.04389634	43.58488235	19.75730027
17891	1977	10	1977/10	16064-2782-17891-1-super-villain-team-u_icon.jpg	46.01846433	40.85978431	24.51861915
17957	1977	11	1977/11	16120-2746-17957-1-champions-the_icon.jpg	30.71988243	43.92464706	15.85527264
17175	1977	2	1977/2	15409-2746-17175-1-champions-the_icon.jpg	27.27876155	44.07821569	18.3359883
17264	1977	3	1977/3	15489-2746-17264-1-champions-the_icon.jpg	24.13278426	54.69127451	36.93895259
17346	1977	4	1977/4	15565-2636-17346-1-ghost-rider_icon.jpg	19.61171394	42.04703922	22.11999726
17347	1977	4	1977/4	15566-2406-17347-1-incredible-hulk-the_icon.jpg	45.7224552	36.46588235	25.38714673
17427	1977	5	1977/5	15641-2746-17427-1-champions-the_icon.jpg	26.66193006	47.96784314	13.23272127
17594	1977	7	1977/7	15789-2746-17594-1-champions-the_icon.jpg	18.87696119	47.99335294	28.15173343
17605	1977	7	1977/7	15800-2576-17605-1-marvel-team-up_icon.jpg	42.34743133	42.60584314	14.73985433
17708	1977	8	1977/8	15896-2133-17708-1-x-men_icon.jpg	14.2421191	43.37047059	15.89343793
17687	1977	8	1977/8	2186053-04_icon.jpg	36.66594368	37.13158824	19.23361062
17768	1977	9	1977/9	15947-2128-17768-1-avengers-the_icon.jpg	25.06195788	42.12472549	18.4549524
17772	1977	9	1977/9	15951-2746-17772-1-champions-the_icon.jpg	69.46691596	39.0475098	14.31524091
305494	1977	9	1977/9	2113759-700975_icon.jpg	3.220468732	68.02470588	20.82735445
269968	1978	-1	1978/-1	1806252-65366_icon.jpg	37.49780885	41.30821569	58.00303695
18111	1978	0	1978/0	16251-2694-18111-1-marvel-treasury-edit_icon.jpg	25.78847084	41.75396078	12.81587939
18112	1978	0	1978/0	16252-2694-18112-1-marvel-treasury-edit_icon.jpg	38.17981486	29.80845098	22.74581955
18160	1978	1	1978/1	16293-2746-18160-1-champions-the_icon.jpg	15.99960837	37.41196078	21.41236157
305496	1978	1	1978/1	2113761-700977_icon.jpg	47.55402299	64.51647059	7.21129936
225176	1978	10	1978/10	1301330-317_icon.jpg	31.7488513	46.98764706	16.25667155
225177	1978	11	1978/11	1301331-318_icon.jpg	46.33027295	45.17113725	20.93528403
225178	1978	11	1978/11	1301332-319_icon.jpg	76.33898305	47.70823529	4.364766226
18985	1978	11	1978/11	2198611-x_men__115__1978__icon.jpg	15.88820019	38.26835294	15.06154166
19039	1978	12	1978/12	17092-2860-19039-1-incredible-hulk-annu_icon.jpg	35.90138076	36.38292157	22.44702185
140306	1978	12	1978/12	581398-1_icon.jpg	19.53369994	50.19005882	29.55733303
18429	1978	4	1978/4	16542-2870-18429-1-spectacular-spider-m_icon.jpg	32.41801572	39.54076471	22.27242275
18511	1978	5	1978/5	16616-2870-18511-1-spectacular-spider-m_icon.jpg	345.6243383	35.31284314	13.05890486
305495	1978	5	1978/5	2113760-700979_icon.jpg	44.34801289	65.33921569	15.80019234
18593	1978	6	1978/6	16690-2870-18593-1-spectacular-spider-m_icon.jpg	46.07380451	43.49294118	15.8574301
224054	1978	8	1978/8	1295638-rampage2_icon.jpg	79.42020532	42.22509804	39.80533834
19924	1979	11	1979/11	17825-3007-19924-1-marvel-spotlight_icon.jpg	44.90629196	44.09303922	11.42481695
19930	1979	11	1979/11	17831-2870-19930-1-spectacular-spider-m_icon.jpg	41.7848045	51.34411765	9.966350319
19975	1979	12	1979/12	1985253-01_icon.jpg	8.610601392	53.5654902	24.39277752
125277	1979	2	1979/2	329798-2577-125277-1-marvel-triple-action_icon.jpg	33.71001732	54.48686275	20.64777677
325543	1979	7	1979/7	2268294-21_icon.jpg	41.77942601	30.87003922	32.25082763
249291	1979	9	1979/9	1564078-uk_msh_353_icon.jpg	34.68131977	46.76013725	30.58969702
230495	1980	-1	1980/-1	1345909-starheroes10_icon.jpg	23.95643115	53.86588235	27.74349297
239648	1980	-1	1980/-1	1474970-starheroes11_icon.jpg	43.77600094	48.24401961	20.66272565
251070	1980	1	1980/1	1582108-47_icon.jpg	35.42465567	56.88333333	20.04183815
251071	1980	1	1980/1	1582112-48_icon.jpg	71.88775309	51.20215686	10.1808582
20090	1980	1	1980/1	17956-3001-20090-1-amazing-adventures_icon.jpg	26.15173869	40.96311765	5.17160583
20721	1980	10	1980/10	18524-3001-20721-1-amazing-adventures_icon.jpg	47.74476281	44.12815686	12.73492181
20751	1980	10	1980/10	18554-2133-20751-1-x-men_icon.jpg	1.402027027	56.24156863	27.05764267
20786	1980	11	1980/11	18585-3001-20786-1-amazing-adventures_icon.jpg	38.21437502	45.02839216	26.46835461
20850	1980	12	1980/12	18644-3001-20850-1-amazing-adventures_icon.jpg	27.40404069	44.87201961	13.67143069
20157	1980	2	1980/2	18017-3001-20157-1-amazing-adventures_icon.jpg	35.30538661	40.36976471	16.94638484
20185	1980	2	1980/2	18045-2918-20185-1-what-if-_icon.jpg	51.00627469	43.47607843	7.762664165
20232	1980	3	1980/3	18081-3001-20232-1-amazing-adventures_icon.jpg	11.95604679	47.24780392	23.13633832
20301	1980	4	1980/4	18143-3001-20301-1-amazing-adventures_icon.jpg	23.19723367	54.82647059	16.3183367
66597	1980	4	1980/4	50788-3003-66597-1-fantasy-masterpieces_icon.jpg	221.2032193	51.98470588	2.029582078
20378	1980	5	1980/5	18212-3001-20378-1-amazing-adventures_icon.jpg	33.52537131	44.36141176	26.6407123
190796	1980	6	1980/6	1082673-128509_20080514055446_large_icon.jpg	342.4066762	56.23196078	11.00498618
20444	1980	6	1980/6	18270-3001-20444-1-amazing-adventures_icon.jpg	9.875627415	60.35803922	22.27091515
20519	1980	7	1980/7	18338-3001-20519-1-amazing-adventures_icon.jpg	26.61194043	42.38223529	10.36995708
20582	1980	8	1980/8	18400-3001-20582-1-amazing-adventures_icon.jpg	40.51722206	35.15280392	22.40119188
20653	1980	9	1980/9	18464-3001-20653-1-amazing-adventures_icon.jpg	304.0598436	60.5154902	1.460488352
239649	1981	-1	1981/-1	1475048-star_heroes20_icon.jpg	24.53284573	41.90276471	27.45941702
290032	1981	-1	1981/-1	1984362-x_men_pocketbook_18_icon.jpg	39.00877028	46.05464706	34.2386517
290033	1981	-1	1981/-1	1984363-x_menpocketbook15_icon.jpg	39.19533314	57.32254902	17.56311594
290034	1981	-1	1981/-1	1984364-x_menpocketbook16_icon.jpg	62.11084514	43.38660784	37.70310437
290035	1981	-1	1981/-1	1984366-x_menpocketbook17_icon.jpg	48.91623968	42.86298039	32.81903302
290036	1981	-1	1981/-1	1984367-x_menpocketbook19_icon.jpg	36.7924381	46.55043137	19.42013553
20960	1981	1	1981/1	18744-3001-20960-1-amazing-adventures_icon.jpg	18.35797597	44.35892157	27.60878838
20988	1981	1	1981/1	18772-2133-20988-1-x-men_icon.jpg	61.8121713	63.53019608	7.156067872
21615	1981	10	1981/10	1945567-whatif29_icon.jpg	17.953457	52.50254902	18.3601184
21722	1981	12	1981/12	19460-2400-21722-1-captain-america_icon.jpg	28.74853376	51.14921569	24.29527292
107059	1981	4	1981/4	99607-3092-107059-1-uncanny-x-men-the_icon.jpg	354.9701926	45.26215686	8.211421912
21258	1981	5	1981/5	19030-3092-21258-1-uncanny-x-men-the_icon.jpg	40.82117589	40.58047059	28.19167338
21320	1981	6	1981/6	19089-3092-21320-1-uncanny-x-men-the_icon.jpg	10.49418141	53.66862745	15.92873164
21307	1981	6	1981/6	2298127-4_16_2012_006_icon.jpg	19.16018933	36.74070588	19.66425016
21368	1981	7	1981/7	19134-3082-21368-1-bizarre-adventures_icon.jpg	203.0733903	38.68886275	13.24229702
21392	1981	7	1981/7	19158-3092-21392-1-uncanny-x-men-the_icon.jpg	3.281600598	53.4	4.500547
21393	1981	7	1981/7	19159-2918-21393-1-what-if-_icon.jpg	19.31912908	53.01694118	41.4941389
69848	1981	7	1981/7	52056-2353-69848-1-marvel-super-heroes_icon.jpg	53.77667198	47.15760784	25.93647169
21505	1981	9	1981/9	19261-2128-21505-1-avengers-the_icon.jpg	15.04385576	56.18039216	10.10112762
21531	1981	9	1981/9	19286-3092-21531-1-uncanny-x-men-the_icon.jpg	30.12686401	42.51607843	4.144222255
128107	1981	9	1981/9	363227-3088-128107-1-marvel-super-heroes_icon.jpg	64.62904286	60.99607843	16.81781621
202015	1982	1	1982/1	1165260-fant1_icon.jpg	33.45774076	37.38480392	32.61968137
214389	1982	1	1982/1	1230699-cs_1_icon.jpg	36.26729093	48.67682353	20.78623398
141651	1982	1	1982/1	611106-crazy_82_icon.jpg	21.35523614	55.04666667	16.56881646
21793	1982	10	1982/10	19522-3144-21793-1-marvel-graphic-novel_icon.jpg	324.2903575	50.9727451	1.107427241
22612	1982	11	1982/11	20271-3155-22612-1-vision-and-the-scarl_icon.jpg	21.21623352	43.70117647	7.009278702
21953	1982	2	1982/2	2031904-tumblr_lptk1ti5vi1qapxjho1_500_icon.jpg	19.35010061	43.57227451	29.11790462
22013	1982	3	1982/3	19728-3143-22013-1-marvel-fanfare_icon.jpg	29.4894578	32.18727451	29.21316487
140483	1982	3	1982/3	585196-1_icon.jpg	48.52614338	58.32490196	18.67151588
114149	1982	5	1982/5	189121-19100-114149-1-fantastic-four-roast_icon.jpg	42.59653742	48.17401961	25.3551768
22234	1982	6	1982/6	19929-3147-22234-1-marvel-super-hero-co_icon.jpg	23.53648425	45.13333333	18.86176036
112838	1982	8	1982/8	1946531-whatifcvr_icon.jpg	5.236907731	52.27098039	4.612641629
290037	1982	8	1982/8	1984368-x_menpocketbook28_icon.jpg	49.284029	48.4177451	42.48138646
22723	1983	0	1983/0	20368-2863-22723-1-marvel-team-up-annua_icon.jpg	7.562258351	42.24839216	23.19113664
217546	1983	1	1983/1	1251894-marvel_no_prize_book_v1_001_icon.jpg	20.98940202	36.91594118	8.25441796
