issue_id	publish_year	publish_month	publish_date	icon_url	Hç	L%	S%
19934	1979	11	1979/11	17835-2133-19934-1-x-men_icon.jpg	353.413157	51.85862745	17.55247005
20006	1979	12	1979/12	17902-2133-20006-1-x-men_icon.jpg	47.80245006	35.42652941	23.07382359
19317	1979	2	1979/2	17275-2133-19317-1-x-men_icon.jpg	27.18202975	45.64229412	19.25299763
224059	1979	3	1979/3	1295645-rampage9_icon.jpg	33.56678169	40.96005882	49.67617904
19386	1979	3	1979/3	17337-2133-19386-1-x-men_icon.jpg	357.0166339	44.97627451	7.312352046
19455	1979	4	1979/4	17400-2133-19455-1-x-men_icon.jpg	36.43993823	43.56058824	6.703757219
19525	1979	5	1979/5	17462-2133-19525-1-x-men_icon.jpg	34.50094774	55.45941176	24.38621746
19584	1979	6	1979/6	17514-2959-19584-1-power-man-and-iron-f_icon.jpg	341.2341387	40.94256863	9.726153948
19592	1979	6	1979/6	17522-2133-19592-1-x-men_icon.jpg	43.55027487	46.51990196	17.82602007
123628	1979	7	1979/7	314788-2133-123628-1-x-men_icon.jpg	343.5584966	41.75917647	13.43943189
19726	1979	8	1979/8	17645-2133-19726-1-x-men_icon.jpg	25.62141309	54.60882353	18.13991663
19794	1979	9	1979/9	17709-2133-19794-1-x-men_icon.jpg	49.11276879	46.92247059	48.88221956
20114	1980	1	1980/1	17980-2133-20114-1-x-men_icon.jpg	23.91434656	52.43960784	10.45440678
136137	1980	1	1980/1	510215-uncannyannual4_icon.jpg	17.83026641	48.09	10.39187145
20751	1980	10	1980/10	18554-2133-20751-1-x-men_icon.jpg	1.402027027	56.24156863	27.05764267
20800	1980	11	1980/11	18599-2696-20800-1-marvel-two-in-one_icon.jpg	39.35631191	41.73862745	15.22406009
20812	1980	11	1980/11	18611-2133-20812-1-x-men_icon.jpg	5.099885855	41.79582353	12.45330357
20866	1980	12	1980/12	18660-2576-20866-1-marvel-team-up_icon.jpg	26.31364073	60.77803922	37.4700048
20884	1980	12	1980/12	18678-2133-20884-1-x-men_icon.jpg	44.42940529	40.18419608	21.18313999
20186	1980	2	1980/2	18046-2133-20186-1-x-men_icon.jpg	22.90987898	44.27080392	23.05281532
20258	1980	3	1980/3	18107-2133-20258-1-x-men_icon.jpg	27.6759322	60.3372549	21.87561796
20333	1980	4	1980/4	18175-2133-20333-1-x-men_icon.jpg	21.94416996	51.3627451	16.31929047
20403	1980	5	1980/5	18237-2133-20403-1-x-men_icon.jpg	29.55599618	44.66854902	20.98699967
20477	1980	6	1980/6	18303-2133-20477-1-x-men_icon.jpg	50.38503429	43.65580392	30.92884355
20546	1980	7	1980/7	18371-2133-20546-1-x-men_icon.jpg	50.93995792	42.24152941	18.40127595
66617	1980	7	1980/7	50808-3004-66617-1-fun-and-games-magazi_icon.jpg	38.61304332	63.63901961	15.27224292
20613	1980	8	1980/8	18431-2133-20613-1-x-men_icon.jpg	8.984080849	45.6442549	14.1590742
20681	1980	9	1980/9	18493-2133-20681-1-x-men_icon.jpg	25.5281597	47.1627451	12.57888829
20988	1981	1	1981/1	18772-2133-20988-1-x-men_icon.jpg	61.8121713	63.53019608	7.156067872
138854	1981	1	1981/1	543176-x5_icon.jpg	37.34818009	49.12960784	12.40137132
21614	1981	10	1981/10	19360-3092-21614-1-uncanny-x-men-the_icon.jpg	18.03464695	47.4454902	24.4763857
21679	1981	11	1981/11	19420-3092-21679-1-uncanny-x-men-the_icon.jpg	46.87854371	44.82992157	19.85604853
325544	1981	11	1981/11	2268302-35_icon.jpg	30.96272397	50.13980392	34.12876002
21752	1981	12	1981/12	19489-3092-21752-1-uncanny-x-men-the_icon.jpg	77.16409037	41.78470588	4.73576034
21057	1981	2	1981/2	18838-3092-21057-1-uncanny-x-men-the_icon.jpg	36.61796932	50.58509804	15.21014539
21106	1981	3	1981/3	18885-3083-21106-1-dazzler_icon.jpg	346.2579124	48.24686275	9.823253772
21127	1981	3	1981/3	18906-3092-21127-1-uncanny-x-men-the_icon.jpg	47.83728568	33.40790196	14.56535761
21171	1981	4	1981/4	18946-3083-21171-1-dazzler_icon.jpg	15.83752454	44.80701961	29.11317292
21188	1981	4	1981/4	18963-3010-21188-1-rom_icon.jpg	29.86355572	45.8282549	20.32905464
21193	1981	4	1981/4	18968-2960-21193-1-spider-woman_icon.jpg	13.04708989	35.49360784	18.11571705
107059	1981	4	1981/4	99607-3092-107059-1-uncanny-x-men-the_icon.jpg	354.9701926	45.26215686	8.211421912
21252	1981	5	1981/5	19024-3010-21252-1-rom_icon.jpg	36.30751472	48.97588235	17.34146859
21258	1981	5	1981/5	19030-3092-21258-1-uncanny-x-men-the_icon.jpg	40.82117589	40.58047059	28.19167338
21316	1981	6	1981/6	19085-2960-21316-1-spider-woman_icon.jpg	66.01467036	40.43315686	16.48176535
21320	1981	6	1981/6	19089-3092-21320-1-uncanny-x-men-the_icon.jpg	10.49418141	53.66862745	15.92873164
21368	1981	7	1981/7	19134-3082-21368-1-bizarre-adventures_icon.jpg	203.0733903	38.68886275	13.24229702
21392	1981	7	1981/7	19158-3092-21392-1-uncanny-x-men-the_icon.jpg	3.281600598	53.4	4.500547
21393	1981	7	1981/7	19159-2918-21393-1-what-if-_icon.jpg	19.31912908	53.01694118	41.4941389
20918	1981	8	1981/8	18703-2350-20918-1-avengers-annual_icon.jpg	17.06333298	52.6202549	28.34697709
21461	1981	8	1981/8	19223-3092-21461-1-uncanny-x-men-the_icon.jpg	348.7841191	51.87529412	16.7481543
21531	1981	9	1981/9	19286-3092-21531-1-uncanny-x-men-the_icon.jpg	30.12686401	42.51607843	4.144222255
21801	1982	0	1982/0	19530-2865-21801-1-marvel-two-in-one-an_icon.jpg	21.51435209	36.96037255	25.27778824
202015	1982	1	1982/1	1165260-fant1_icon.jpg	33.45774076	37.38480392	32.61968137
113270	1982	1	1982/1	169311-19011-113270-1-marvel-and-dc-presen_icon.jpg	48.16313761	51.07898039	27.15910239
21866	1982	1	1982/1	19590-3008-21866-1-micronauts_icon.jpg	14.84004219	43.32931373	27.67247641
21875	1982	1	1982/1	19599-3092-21875-1-uncanny-x-men-the_icon.jpg	24.04194997	42.19721569	25.60070407
325545	1982	1	1982/1	2268305-36_icon.jpg	51.95101808	19.31388235	39.09003785
125901	1982	1	1982/1	338391-21032-125901-1-spider-man-storm-and_icon.jpg	24.97971732	44.24882353	10.37758841
141651	1982	1	1982/1	611106-crazy_82_icon.jpg	21.35523614	55.04666667	16.56881646
21793	1982	10	1982/10	19522-3144-21793-1-marvel-graphic-novel_icon.jpg	324.2903575	50.9727451	1.107427241
22537	1982	10	1982/10	20201-3092-22537-1-uncanny-x-men-the_icon.jpg	31.49529146	47.18215686	14.16579049
22611	1982	11	1982/11	20270-3092-22611-1-uncanny-x-men-the_icon.jpg	346.045483	37.55378431	16.57424149
21795	1982	12	1982/12	19524-3144-21795-1-marvel-graphic-novel_icon.jpg	47.85102933	25.45613725	7.172583675
22673	1982	12	1982/12	20325-2406-22673-1-incredible-hulk-the_icon.jpg	23.08917543	50.55411765	21.9586476
22687	1982	12	1982/12	20339-3092-22687-1-uncanny-x-men-the_icon.jpg	21.33716212	53.80921569	20.40004585
21952	1982	2	1982/2	19670-3092-21952-1-uncanny-x-men-the_icon.jpg	37.76850654	38.97527451	10.85258175
22027	1982	3	1982/3	19741-3092-22027-1-uncanny-x-men-the_icon.jpg	31.79888738	34.58164706	23.48270419
140483	1982	3	1982/3	585196-1_icon.jpg	48.52614338	58.32490196	18.67151588
21782	1982	4	1982/4	19511-3144-21782-1-marvel-graphic-novel_icon.jpg	28.98463774	37.38560784	11.69654255
22100	1982	4	1982/4	19809-3092-22100-1-uncanny-x-men-the_icon.jpg	20.91377638	48.55764706	13.31911938
114149	1982	5	1982/5	189121-19100-114149-1-fantastic-four-roast_icon.jpg	42.59653742	48.17401961	25.3551768
22179	1982	5	1982/5	19879-3092-22179-1-uncanny-x-men-the_icon.jpg	348.8105898	45.02843137	15.65851641
22221	1982	6	1982/6	19916-2127-22221-1-amazing-spider-man-_icon.jpg	79.35802469	42.13215686	3.392685946
22234	1982	6	1982/6	19929-3147-22234-1-marvel-super-hero-co_icon.jpg	23.53648425	45.13333333	18.86176036
22248	1982	6	1982/6	19943-3092-22248-1-uncanny-x-men-the_icon.jpg	13.55245102	49.77431373	23.82715709
22303	1982	7	1982/7	19990-3143-22303-1-marvel-fanfare_icon.jpg	32.90593782	38.93731373	43.05447217
22304	1982	7	1982/7	19991-3147-22304-1-marvel-super-hero-co_icon.jpg	23.07370986	48.69921569	9.253279434
22318	1982	7	1982/7	20004-3092-22318-1-uncanny-x-men-the_icon.jpg	17.97375913	44.0392549	32.31243783
22378	1982	8	1982/8	20057-3147-22378-1-marvel-super-hero-co_icon.jpg	28.24075469	33.82217647	12.70259506
22393	1982	8	1982/8	20071-3092-22393-1-uncanny-x-men-the_icon.jpg	14.0920443	49.96109804	28.6632423
135753	1982	8	1982/8	499956-1982_unc_a_icon.jpg	17.89875358	50.17766667	36.81941991
22449	1982	9	1982/9	20120-3143-22449-1-marvel-fanfare_icon.jpg	36.12552591	43.49984314	34.3696529
22462	1982	9	1982/9	20133-3092-22462-1-uncanny-x-men-the_icon.jpg	35.49593056	46.15229412	26.53333996
139464	1983	-1	1983/-1	558110-1_icon.jpg	19.19342844	61.6454902	30.2462067
22792	1983	1	1983/1	1958257-8430b55b_c79f_40f6_bade_0ebf7324f58d_icon.jpg	28.09740793	54.29588235	17.22975147
23556	1983	10	1983/10	21126-3092-23556-1-uncanny-x-men-the_icon.jpg	28.82243981	52.81152941	49.88972049
68389	1983	10	1983/10	51410-3237-68389-1-official-handbook-of_icon.jpg	348.3803763	49.30588235	3.550465283
157219	1983	10	1983/10	798707-ma7_icon.jpg	22.10883488	43.56098039	31.83772129
23635	1983	11	1983/11	21199-2576-23635-1-marvel-team-up_icon.jpg	41.6463747	41.03178431	8.678064494
23648	1983	11	1983/11	21212-3092-23648-1-uncanny-x-men-the_icon.jpg	17.34672262	44.68378431	16.44791088
23731	1983	12	1983/12	21289-3230-23731-1-magik_icon.jpg	53.73107671	54.18666667	10.06471273
23743	1983	12	1983/12	21301-3092-23743-1-uncanny-x-men-the_icon.jpg	15.36604052	57.39568627	32.4389503
111577	1983	12	1983/12	357468-10757-111577-2-the-uncanny-x-men-an_icon.jpg	28.07788971	48.08368627	23.29973722
68391	1983	12	1983/12	51414-3237-68391-1-official-handbook-of_icon.jpg	5.826548959	59.93901961	24.22825986
197666	1983	2	1983/2	1132890-special_edition1_icon.jpg	46.45700758	36.37752941	10.6554682
22869	1983	2	1983/2	20502-2696-22869-1-marvel-two-in-one_icon.jpg	29.84347973	47.41680392	20.58354426
22969	1983	3	1983/3	20591-3092-22969-1-uncanny-x-men-the_icon.jpg	2.201253079	36.29584314	14.20958917
108635	1983	4	1983/4	110620-18510-108635-1-obnoxio-the-clown-vs_icon.jpg	30.10050403	52.55588235	13.69330275
23051	1983	4	1983/4	20665-3092-23051-1-uncanny-x-men-the_icon.jpg	332.6180258	47.47137255	6.351815749
23139	1983	5	1983/5	20746-3092-23139-1-uncanny-x-men-the_icon.jpg	346.2368141	35.81103922	3.64894602
23216	1983	6	1983/6	20816-2960-23216-1-spider-woman_icon.jpg	27.09082572	45.97429412	25.02041849
23219	1983	6	1983/6	20819-3092-23219-1-uncanny-x-men-the_icon.jpg	5.771682649	52.08686275	22.91769829
23307	1983	7	1983/7	20899-3092-23307-1-uncanny-x-men-the_icon.jpg	42.70856804	46.74764706	21.22157768
23387	1983	8	1983/8	20972-3092-23387-1-uncanny-x-men-the_icon.jpg	36.41802291	49.42352941	15.79623899
199857	1983	9	1983/9	1151504-comics_scene_v1__011_000fc_icon.jpg	16.61671562	30.35123529	25.44839406
23461	1983	9	1983/9	21039-3234-23461-1-new-mutants-the_icon.jpg	19.23293911	50.66331373	25.966081
23469	1983	9	1983/9	21047-3092-23469-1-uncanny-x-men-the_icon.jpg	16.22362664	32.63578431	31.51448698
145953	1983	9	1983/9	641703-6_icon.jpg	32.38527836	48.61254902	10.38947419
111578	1984	1	1984/1	153173-10757-111578-1-uncanny-x-men-annual_icon.JPG	27.1318453	60.54568627	22.24315043
23876	1984	1	1984/1	1832547-the_incredible_hulk___291_icon.jpg	60.79374477	50.25833333	28.96317247
23879	1984	1	1984/1	21418-3230-23879-1-magik_icon.jpg	344.5891453	45.27803922	6.830130176
23880	1984	1	1984/1	21419-3143-23880-1-marvel-fanfare_icon.jpg	39.76624766	37.92411765	5.799506755
23885	1984	1	1984/1	21424-3052-23885-1-moon-knight_icon.jpg	19.05849377	40.77392157	19.558349
23894	1984	1	1984/1	21433-3092-23894-1-uncanny-x-men-the_icon.jpg	29.42580003	37.97676471	40.7465349
23895	1984	1	1984/1	21434-3373-23895-1-x-men-and-the-micron_icon.jpg	11.43207428	54.02803922	23.65678994
108265	1984	10	1984/10	106110-3144-108265-1-marvel-graphic-novel_icon.jpg	3.736035719	50.56215686	21.4081457
24808	1984	10	1984/10	22236-3092-24808-1-uncanny-x-men-the_icon.jpg	356.2110617	48.5485098	34.11207064
24818	1984	10	1984/10	22245-3234-24818-1-new-mutants-the_icon.jpg	21.22418799	40.19745098	41.49468067
24907	1984	11	1984/11	22325-3092-24907-1-uncanny-x-men-the_icon.jpg	33.22028463	50.00903922	29.10718369
145966	1984	11	1984/11	641717-20_icon.jpg	47.03065304	53.40352941	28.41669402
24980	1984	12	1984/12	22389-3217-24980-1-alpha-flight_icon.jpg	28.23856682	50.31921569	21.28175173
25014	1984	12	1984/12	22423-3092-25014-1-uncanny-x-men-the_icon.jpg	357.3546032	65.41098039	19.26033423
57511	1984	12	1984/12	48075-3352-57511-1-marvel-super-heroes-_icon.jpg	357.2881535	43.29266667	23.09289351
23984	1984	2	1984/2	21511-3230-23984-1-magik_icon.jpg	354.0030015	52.85803922	8.314477756
23994	1984	2	1984/2	21520-3092-23994-1-uncanny-x-men-the_icon.jpg	56.8763457	45.09370588	14.64145033
23996	1984	2	1984/2	21522-3373-23996-1-x-men-and-the-micron_icon.jpg	15.89998918	53.45666667	11.67665806
24100	1984	3	1984/3	21610-3230-24100-1-magik_icon.jpg	6.767680141	43.34676471	14.90013276
24112	1984	3	1984/3	21621-3092-24112-1-uncanny-x-men-the_icon.jpg	15.98554827	48.05137255	32.86678473
24113	1984	3	1984/3	21622-3373-24113-1-x-men-and-the-micron_icon.jpg	356.7680787	38.6014902	17.94830637
145958	1984	3	1984/3	641708-12_icon.jpg	358.1587184	58.59568627	17.85453822
24216	1984	4	1984/4	21711-3092-24216-1-uncanny-x-men-the_icon.jpg	12.92960403	46.43737255	23.9096637
24218	1984	4	1984/4	21713-3373-24218-1-x-men-and-the-micron_icon.jpg	11.00082391	44.04360784	23.99119589
24229	1984	4	1984/4	21723-3234-24229-1-new-mutants-the_icon.jpg	13.22834965	48.29694118	23.99681058
164213	1984	4	1984/4	880439-879581_x_men137a_alternate_ending___phoenix_saga.cbr___page_1_super_icon.jpg	25.39773546	54.04215686	26.64035668
24322	1984	5	1984/5	21806-3092-24322-1-uncanny-x-men-the_icon.jpg	44.49333669	39.70431373	35.35250775
24413	1984	6	1984/6	21885-3232-24413-1-mighty-world-of-marv_icon.jpg	14.81751968	60.30003922	55.56374333
325823	1984	6	1984/6	2269786-65_icon.jpg	33.12909402	55.69117647	4.391193716
24518	1984	7	1984/7	21976-3092-24518-1-uncanny-x-men-the_icon.jpg	21.4596414	45.12437255	36.16049411
140721	1984	7	1984/7	589171-mighty_world_of_marvel_14_icon.jpg	73.61830044	48.02678431	23.11594102
24620	1984	8	1984/8	22068-3092-24620-1-uncanny-x-men-the_icon.jpg	13.18971761	50.89515686	34.23754775
24708	1984	9	1984/9	22145-3092-24708-1-uncanny-x-men-the_icon.jpg	328.6242722	41.78741176	15.78024717
140687	1984	9	1984/9	588943-mighty_world_of_marvel16_icon.jpg	27.85238864	31.62809804	23.6117302
25168	1985	1	1985/1	22559-3143-25168-1-marvel-fanfare_icon.jpg	21.15533192	35.78188235	19.9730831
25174	1985	1	1985/1	22565-3010-25174-1-rom_icon.jpg	38.35507759	40.23609804	22.96050615
325913	1985	1	1985/1	2270017-72_icon.jpg	26.36020854	41.21139216	29.74139551
315357	1985	10	1985/10	2195221-pxf1008_icon.jpg	25.32707173	50.52745098	9.536681067
25999	1985	10	1985/10	23321-3092-25999-1-uncanny-x-men-the_icon.jpg	310.7535197	32.14198039	17.10248829
26014	1985	10	1985/10	23335-3234-26014-1-new-mutants-the_icon.jpg	25.58220443	51.85533333	29.78107648
315356	1985	11	1985/11	2195217-pxf1009_icon.jpg	0.649609871	56.74176471	7.493982785
26088	1985	11	1985/11	23403-3143-26088-1-marvel-fanfare_icon.jpg	1.636225182	29.03139216	18.35963909
26090	1985	11	1985/11	23405-3234-26090-1-new-mutants-the_icon.jpg	7.658292635	45.84568627	32.84034677
108266	1985	12	1985/12	106162-18450-108266-1-heroes-for-hope-star_icon.jpg	20.54969606	54.69294118	16.65930946
111575	1985	12	1985/12	153160-10757-111575-1-uncanny-x-men-annual_icon.JPG	34.32358104	54.19490196	14.63147351
110014	1985	12	1985/12	1599034-9288011_1_icon.jpg	27.16022529	49.20372549	10.25946545
315354	1985	12	1985/12	2195211-pxf1011_icon.jpg	49.10993175	47.59437255	19.53876571
315355	1985	12	1985/12	2195213-pxf1010_icon.jpg	39.72844535	51.9154902	16.21777018
26210	1985	12	1985/12	23516-3092-26210-1-uncanny-x-men-the_icon.jpg	27.87892631	50.22560784	27.9399518
26234	1985	12	1985/12	23538-3234-26234-1-new-mutants-the_icon.jpg	339.922095	46.32927451	21.99121971
25277	1985	2	1985/2	22660-2294-25277-1-thor_icon.jpg	9.669582119	49.13607843	14.78247684
325915	1985	2	1985/2	2270023-73_icon.jpg	36.99451544	49.953	23.8254155
315364	1985	3	1985/3	2195231-pxf1001_icon.jpg	6.494545455	47.9027451	13.50776082
25301	1985	3	1985/3	22682-3092-25301-1-uncanny-x-men-the_icon.jpg	20.52788657	45.52086275	16.4533909
315363	1985	4	1985/4	2195230-pxf1002_icon.jpg	350.6590615	48.29105882	27.10752285
25406	1985	4	1985/4	22777-3092-25406-1-uncanny-x-men-the_icon.jpg	16.18311322	49.16858824	24.64597595
57515	1985	4	1985/4	48079-3352-57515-1-marvel-super-heroes-_icon.jpg	334.2151833	48.42052941	21.76167377
129016	1985	4	1985/4	490863-aladdin_icon.jpg	40.08562075	71.63196078	19.21314376
315362	1985	5	1985/5	2195229-pxf1003_icon.jpg	350.7474565	48.33333333	9.888843813
25500	1985	5	1985/5	22862-3092-25500-1-uncanny-x-men-the_icon.jpg	15.55435136	49.69607843	14.56224107
315361	1985	6	1985/6	2195228-pxf1004_icon.jpg	47.58815725	62.43686275	14.95103669
325944	1985	6	1985/6	2270057-77_icon.jpg	36.5993484	32.41413725	35.59322034
25602	1985	6	1985/6	22956-3092-25602-1-uncanny-x-men-the_icon.jpg	4.770396302	54.77039216	15.85071379
315360	1985	7	1985/7	2195227-pxf1005_icon.jpg	25.35083464	49.85470588	13.78318958
315359	1985	8	1985/8	2195226-pxf1006_icon.jpg	1.057097551	41.1134902	15.75991469
25801	1985	8	1985/8	23137-3092-25801-1-uncanny-x-men-the_icon.jpg	30.16898722	33.69237255	18.85508502
315358	1985	9	1985/9	2195224-pxf1007_icon.jpg	37.60179802	42.23203922	26.40064183
25896	1985	9	1985/9	23226-3092-25896-1-uncanny-x-men-the_icon.jpg	40.18629946	47.27113725	36.70158137
145975	1985	9	1985/9	641726-30_icon.jpg	36.75548522	43.93352941	10.43510473
315353	1986	1	1986/1	2195210-pxf1012_icon.jpg	27.68092439	34.78458824	1.668419753
57521	1986	1	1986/1	48085-3506-57521-1-secret-wars-ii_icon.jpg	24.29684733	52.80392157	14.07395098
95162	1986	1	1986/1	62167-3490-95162-1-marvel-saga-the_icon.jpg	31.79278098	50.39019608	13.86269317
315338	1986	10	1986/10	2195195-pxf1027_icon.jpg	21.97723525	55.58813725	38.41956199
315339	1986	10	1986/10	2195196-pxf1026_icon.jpg	24.00523003	33.65462745	16.97718345
47390	1986	10	1986/10	41730-3626-47390-1-classic-x-men_icon.jpg	21.00479146	50.07666667	19.42704303
107057	1986	10	1986/10	99589-3092-107057-1-uncanny-x-men-the_icon.jpg	252.7563782	48.51137255	1.615954213
315336	1986	11	1986/11	2195192-pxf1029_icon.jpg	11.94150223	57.1927451	25.55778982
315337	1986	11	1986/11	2195194-pxf1028_icon.jpg	24.95729546	51.21	15.76303405
27396	1986	11	1986/11	24626-3092-27396-1-uncanny-x-men-the_icon.jpg	19.72758819	52.28013725	31.95910939
47391	1986	11	1986/11	41731-3626-47391-1-classic-x-men_icon.jpg	16.36812672	51.83117647	14.33967948
66627	1986	11	1986/11	50818-3497-66627-1-official-handbook-of_icon.jpg	37.68146473	47.33392157	13.37141626
157224	1986	11	1986/11	798714-ma44_icon.jpg	32.12651822	50.35368627	23.69237769
111576	1986	12	1986/12	153161-10757-111576-1-uncanny-x-men-annual_icon.JPG	32.73686477	49.67019608	10.99961313
315334	1986	12	1986/12	2195190-pxf1031_icon.jpg	31.79488556	43.06054902	16.96616893
315335	1986	12	1986/12	2195191-pxf1030_icon.jpg	86.72107583	34.36635294	15.63864336
27501	1986	12	1986/12	24725-3092-27501-1-uncanny-x-men-the_icon.jpg	12.32417386	40.96966667	26.92508518
27523	1986	12	1986/12	24747-3234-27523-1-new-mutants-the_icon.jpg	10.73057742	44.04196078	28.3891476
47392	1986	12	1986/12	41732-3626-47392-1-classic-x-men_icon.jpg	324.9665409	40.64337255	4.75817392
157225	1986	12	1986/12	798716-ma45_icon.jpg	35.83392229	42.039	46.13041392
111366	1986	2	1986/2	147722-18835-111366-1-nightcrawler_icon.jpg	64.95310292	50.22313725	12.26335568
315352	1986	2	1986/2	2195209-pxf1013_icon.jpg	24.68151867	45.5272549	9.60812097
26519	1986	2	1986/2	23798-3092-26519-1-uncanny-x-men-the_icon.jpg	24.19576472	38.32570588	30.26939887
57522	1986	2	1986/2	48086-3506-57522-1-secret-wars-ii_icon.jpg	18.29813415	43.94068627	16.68135521
315351	1986	3	1986/3	2195208-pxf1014_icon.jpg	40.57924946	44.21603922	20.53562322
26613	1986	3	1986/3	23886-3092-26613-1-uncanny-x-men-the_icon.jpg	11.91285672	46.57541176	29.56007251
315350	1986	4	1986/4	2195207-pxf1015_icon.jpg	359.367656	54.86745098	7.17277214
26691	1986	4	1986/4	23957-3217-26691-1-alpha-flight_icon.jpg	15.89171309	57.29470588	24.15138868
26699	1986	4	1986/4	23965-3631-26699-1-firestar_icon.jpg	32.21128176	51.88441176	33.04766504
145981	1986	4	1986/4	641732-37_icon.jpg	23.51674982	59.25764706	20.25641766
315349	1986	5	1986/5	2195206-pxf1016_icon.jpg	17.62677485	49.01294118	16.56705312
26784	1986	5	1986/5	24044-2128-26784-1-avengers-the_icon.jpg	6.826590221	54.50470588	15.93614509
315347	1986	6	1986/6	2195204-pxf1018_icon.jpg	23.3641649	51.28745098	15.23140955
315348	1986	6	1986/6	2195205-pxf1017_icon.jpg	26.92559794	47.89470588	17.61339212
26902	1986	6	1986/6	24157-3092-26902-1-uncanny-x-men-the_icon.jpg	19.60100022	54.07176471	23.56105433
109645	1986	7	1986/7	121763-3497-109645-1-official-handbook-of_icon.jpg	27.96339118	51.78019608	16.70577137
315345	1986	7	1986/7	2195202-pxf1020_icon.jpg	7.543647307	53.23509804	25.28836357
315346	1986	7	1986/7	2195203-pxf1019_icon.jpg	41.81379934	50.62254902	3.953936265
26997	1986	7	1986/7	24246-3092-26997-1-uncanny-x-men-the_icon.jpg	18.87456942	33.50098039	22.5986948
315342	1986	8	1986/8	2195199-pxf1023_icon.jpg	7.791148621	37.36829412	6.832729644
315343	1986	8	1986/8	2195200-pxf1022_icon.jpg	16.609225	41.38554902	8.740239441
315344	1986	8	1986/8	2195201-pxf1021_icon.jpg	33.48619153	49.0627451	15.59987211
27093	1986	8	1986/8	24338-3092-27093-1-uncanny-x-men-the_icon.jpg	8.160550459	56.29803922	19.5620962
313173	1986	9	1986/9	2177832-nmf07_icon.jpg	35.5993753	52.4917451	27.98609612
