201	australia; failure; full; gillard; incompetence; mp; network; rudd
202	australia; latest; liberal; news; null; party; political; sure
203	gillard; julia; labor; real
204	agree; australian; conference; labor; national; nothing; party; vote
205	arrivals; boat; conference; labor; national; plan; record; secure
206	broken; conference; economic; failure; national; price
207	blog; conference; labor; liberal; link; party; sure; watch
208	morrison; null; scott
209	click; forget; friends; incompetence; million; null; share; waste; wayne
210	failure; home; insulation; news
211	carbon; cost; impact; tax
212	abbott; blog; gillard; julia; kevin; prime; rudd; tony
213	hockey; joe; mining; null
214	abbott; carbon; deal; greens; labor; mining; question; tax; tony
215	abbott; australia; better; country; government; secure; stronger; tony
216	carbon; price; tax; tony
217	agree; broken; click; economic; failure; price
218	australia; communicate; discuss; electorate; ideas; involved; labor; learn; liberal; local; matter; party; share; topics; ways
219	abbott; prime; rudd; tony
220	campaign; carbon; million; null
221	australian; carbon; cost; families; future; tax; vote
222	broken; carbon; election; julia; null; promise; tax
223	carbon; tax
224	abbott; coalition; gillard; government; policy; tony
225	abbott; coalition; morrison; protection; safe; scott; tony
226	australia; coalition; economic; federal; leader; liberal; opposition; party; policy; reform; release; report
227	government; hockey; interest; joe
228	australian; gillard; government; julia; labor; public
229	australia; billion; carbon; cost; liberal; party; tax; waste
230	announced; australia; boat; business; continue; liberal; party; work
231	government; money; spending; vote
232	abbott; minister; prime; protection; tony
233	gillard; julia; null; pm
234	abbott; australia; people; scott; tony
235	abbott; carbon; tax; tony
236	carbon; click; tax
237	abbott; canberra; carbon; coming; economic; julie; minister; parliament; prime; tax; tony; worst
238	biggest; carbon; click; government; minister; prime; tax; worst
239	click; government; tax
240	null; peter; question; swan; wayne
241	null; wayne
242	bit; click; minister; post; swan; tax; think; video; wayne
243	abbott; protection; stop; tony
244	agree; bill; click; house; kevin; member; million; mr; speech; think
245	abbott; agree; business; carbon; click; hit; impact; plan; tax; tony
246	abbott; agree; bill; click; lie; tax; tony
247	abbott; agree; broken; carbon; click; gillard; government; julia; labor; promise; tax; tony; week
248	abbott; address; agree; australian; carbon; click; tax; tony
249	click; message; national; surplus
250	carbon; impact; jobs; null; tax
251	border; coalition; government; policy; protection; work
252	click; gillard; julia; prime; protection; stop
253	border; click; coalition; failure; julia; labor; policy; protection; stop
254	deal; gillard; government; labor; minister; pm; policy; today
255	border; click; failure; government; incompetence; policy; protection
256	abbott; carbon; impact; industry; jobs; tax; tony
257	gillard; julia; member; pm; stop
258	member; minister; nothing; people; prime
259	ago; agree; australian; bill; budget; carbon; click; cost; debt; families; gillard; government; hockey; interest; joe; labor; mining; money; months; people; promise; speech; surplus; swan; tax; wayne; year
260	budget; click; deliver; gillard; julia; null; swan; think; wayne
261	budget; carbon; government; hockey; joe; promise; surplus; tax
262	abbott; carbon; government; julia; pm; promise; tax; tony; year
263	broken; carbon; gillard; julia; labor; months; pay; promise; swan; tax; trust; vote; wayne
264	australia; carbon; change; gillard; price
265	australia; children; government; impact; liberal; minister; party; public; shadow; support
266	carbon; gillard; julia; labor; leader; minister; opposition; prime; support; tax; yesterday
267	australia; australian; carbon; click; economic; environment; families; liberal; minister; party; shadow; tax; worst
268	carbon; null
269	campaign; carbon; million; null
270	canberra; gillard; julia; pm; public
271	announced; carbon; country; economic; economy; government; illegal; tax; world
272	abbott; carbon; julia; null; tax; tony
273	address; leader
274	carbon; null; tax
275	billion; carbon; families; hit; julia; tax
276	broken; carbon; julia; null; promise; tax
277	click; forget; gillard; julia; kevin; latest; months; null; post; prime; rudd
278	click; forget; gillard; government; julia; kevin; labor; months; prime; rudd; video; watch
279	abbott; gillard; house; julia; leader; minister; parliament; people; prime; today; tony
280	gillard; government; julia; labor; null; parliament; people; think; vote
281	australia; carbon; fair; gillard; government; support
282	carbon; click; federal; gillard; government; julia; minister; pay; prime; tax; think; year
283	carbon; gillard; julia; promise; swan; tax; trust; wayne
284	abbott; carbon; change; click; daily; environment; gillard; julia; report; tax; tony
285	click; friends; give; mismanagement; spending; waste
286	carbon; gillard; hit; labor; null; price; report
287	abbott; australia; budget; cost; families; forget; plan; post; speech; telegraph; tony
288	address; australia; australian; budget; canberra; children; house; liberal; mr; parliament; party; plan
289	budget; question; response; today; tony
290	blog; budget; federal; liberal; opportunity; party; response; share; think
291	budget; labor; surplus
292	australia; blog; communicate; discuss; electorate; ideas; involved; learn; liberal; live; local; matter; party; shadow; share; think; topics; ways
293	blog; budget; federal; involved; liberal; party; response; share; think
294	boat; government; julia; people; plan; policy; stop
295	gillard; julia; null; pm
296	border; click; immigration; impact; minister; policy; protection; response; solutions; stop; yesterday
297	abbott; australia; business; carbon; click; gillard; give; julia; null; tax; tony
298	australia; gillard; greens; julia; labor; liberal; party; week
299	labor; link; mismanagement; waste; website
300	broken; carbon; gillard; julia; latest; leave; promise; swan; tax; think; trust; wayne
301	coalition; daily; gillard; government; million; political; telegraph
302	click; gillard; give; industry; link; money; null; political; read; rudd; spending
303	abbott; christmas; leader; message; tony
304	australian; federal; labor; million
305	abbott; australian; coalition; failure; gillard; government; labor; opposition; policy; strong; today; tony
306	abbott; daily; labor; leader; live; post; telegraph; tony; trust
307	australian; broadband; labor; national; network
308	australian; families; government; leader; liberal; message; news; party
309	australia; blog; labor; liberal; party
310	gillard; julie; leader; minister; national; null; shadow; world
311	gillard; learn; mp; provide
312	abbott; gillard; interest; julia; latest; minister; prime; tony; wayne
313	abbott; blog; daily; gillard; post; swan; telegraph; tony
314	address; canberra; election; federal; liberal; national; press; speech
315	australia; liberal; party; today; year
316	australia; border; click; coalition; coming; home; liberal; link; minister; opportunity; party; prime; protection; read
317	andrew; australia; coalition; economic; gillard; julia; liberal; opportunity; party; record; reform
318	australia; comment; labor; leave; liberal; party; read; reform; today; week
319	australia; better; latest; liberal; national; party; think; today
320	australian; coalition; gillard; labor; latest; support; think
321	federal; government; labor; mining; tax
322	australia; country; future; health; labor; leave; liberal; party; read; reform; strong
323	abbott; australia; australian; coalition; families; liberal; parliament; party; support; tony; world
324	australia; better; deal; liberal; opportunity; party; political; think; today; week
325	continue; daily; gillard; government; julia; million; minister; national; pm; political; prime; safety; telegraph
326	australia; australian; click; comment; federal; leader; leave; liberal; member; minister; mr; party; shadow; share; spending; tony
327	carbon; election; government; labor; question; swan; tax; wayne; week
328	australia; coalition; continue; future; government; help; liberal; party; shadow; strong; today
329	australia; australian; better; coalition; coming; election; full; give; government; liberal; opposition; parliament; party; read; strong; tony
330	australia; billion; budget; coalition; deliver; election; liberal; party; policy
331	australia; government; important; issues; labor; liberal; mp; national; party
332	click; julia; link; null; online
333	null
334	australia; communicate; discuss; electorate; ideas; involved; learn; liberal; local; matter; party; share; topics; vote; ways
335	australia; communicate; discuss; electorate; ideas; involved; learn; liberal; local; matter; party; share; topics; vote; ways
336	australia; communicate; discuss; electorate; ideas; involved; learn; liberal; local; matter; party; share; topics; vote; ways
337	comment; julia; null; online; sure; video; watch
338	abbott; ago; australia; margie; share; sure
339	australia; communicate; discuss; electorate; ideas; involved; learn; liberal; link; local; matter; party; share; topics; vote; ways
340	australia; communicate; discuss; electorate; ideas; involved; learn; liberal; link; local; matter; party; share; topics; vote; ways
341	australia; communicate; discuss; electorate; ideas; involved; learn; liberal; link; local; matter; party; share; topics; vote; ways
342	comment; labor; online; sure; video; vote
343	campaign; gillard; labor; online; real; share; sure; video; worst
344	comment; give; labor; sure; website
345	comment; gillard; julia; null; online; sure; watch
346	comment; gillard; julia; null; online; sure; watch
347	abbott; null; tony; watch
348	campaign; coalition; federal; null; video
349	election; federal; julie; liberal; party; tony
350	action; australia; broadband; coalition; deliver; liberal; network; party; plan; policy; real
351	ad; comment; gillard; give; julia; kevin; labor; people; rudd; trust; watch
352	ad; click; comment; debt; julia; sure; watch
353	australia; comment; communicate; deliver; discuss; electorate; ideas; involved; learn; leave; liberal; local; matter; money; party; policy; provide; share; sure; topics; ways
354	click; comment; labor; sure; watch
355	click; comment; give; labor; pay
356	kevin; labor
357	arrivals; boat; comment; gillard; give; illegal; julia; minister; policy; shadow; watch
358	carbon; coming; deal; null; share; tax; watch
359	ago; australia; gillard; julia; tax
360	ad; share; watch; world; youtube
361	action; announced; australia; coalition; create; economy; environment; government; growth; immigration; liberal; party; real; world; year
362	australia; coalition; liberal; local; million; national; party; people; safe
363	abbott; campaign; speech; today; tony; watch
364	andrew; australia; liberal; party; public; work; world
365	australia; comment; labor; liberal; nothing; party; share
366	abbott; coalition; election; federal; labor; share; stop; support; tony; video; vote; watch; world; youtube
367	announced; australia; budget; economic; liberal; party; swan; wayne
368	abbott; announced; australia; australian; business; coalition; concerns; economy; fair; government; liberal; party; today; tony
369	australia; plan; prime; read
370	action; arrivals; australia; boat; coalition; give; illegal; immigration; labor; people; plan; real; secure; year
371	gillard; help; julia; labor; latest; message; minister; policy; prime; swan; wayne
372	abbott; action; announced; australia; communicate; create; electorate; home; ideas; involved; learn; liberal; local; matter; party; plan; read; share; strong; tony; topics; ways
373	australia; federal; hockey; joe; julie; liberal; link; live; party; tony; video; watch
374	australia; australian; kevin; labor; mining; tax
375	help; kevin; message
376	australian; billion; failure; government; insulation; issues; real; release; rudd; safety; think
377	election; federal; kevin; latest; video; watch
378	andrew; australia; blog; budget; communicate; create; electorate; ideas; involved; learn; liberal; live; local; matter; party; share; topics; ways
379	budget; hockey; joe; kevin; labor; rudd; spending; swan; wayne
380	australia; budget; communicate; create; electorate; help; ideas; involved; learn; liberal; local; matter; party; post; response; share; topics; ways
381	abbott; action; ad; bit; election; illegal; immigration; people; prime; public; real; stop; support; tony; video
382	action; involved; joe; kevin; response; rudd; sure; tax
383	abbott; australia; coalition; communicate; create; electorate; growth; ideas; involved; learn; liberal; local; matter; million; morrison; party; policy; prime; scott; share; today; tony; topics; ways
384	change; federal; kevin; million; nothing; public; year
385	australian; election; government; kevin; promise; rudd
386	bill; cost; home; insulation; kevin; labor; money; policy; rudd
387	australian; billion; election; home; insulation; kevin; minister; pm; policy; positive; prime; rudd
388	daily; null; telegraph; video
389	australia; billion; communicate; create; electorate; ideas; involved; labor; learn; liberal; local; matter; minister; party; shadow; share; tony; topics; ways; year
390	abbott; address; australia; coalition; communicate; create; economic; electorate; future; ideas; involved; learn; liberal; local; matter; party; share; tony; topics; ways
391	australia; communicate; create; electorate; home; ideas; involved; learn; liberal; local; matter; party; share; topics; ways
392	australian; brief; federal; garrett; government; months; mr; parliament; peter; question; rudd; today; watch
393	environment; garrett; home; insulation; minister; months; peter; report; safety
394	blog; daily; garrett; impact; insulation; post; telegraph; tony
395	government; kevin; money; policy; rudd
396	daily; environment; garrett; home; insulation; minister; national; peter; telegraph; yesterday
397	kevin; labor; pm; rudd
398	australian; garrett; government; insulation; peter; rudd; today
399	environment; garrett; minister; peter
400	andrew; announced; blog; boat; create; full; stop
401	abbott; coming; concerns; null; tony
402	environment; garrett; insulation; minister; peter
403	kevin; political; question; rudd
404	abbott; brief; environment; minister; null; peter; question; today; tony; watch
405	brief; kevin; null; question; watch
406	brief; cost; debt; interest; labor; minister; null; party; question; shadow; watch
407	brief; electricity; federal; hockey; impact; joe; null; question; rudd; watch
408	action; australian; change; click; environment; forget; kevin; liberal; party; plan; share; tax; tony
409	click; government; important; null; rudd; tony; video; watch; week
410	abbott; forget; message; null; share; tony; watch; year
411	christmas; leader; message; people; tony; video; watch
412	forget; null; speech; tony; watch
413	abbott; home; liberal; live; mp; online; party; tony; watch; website
414	abbott; announced; coalition; deliver; future; give; government; real; rudd; shadow; strong; tony
415	abbott; conference; julie; leader; press; tony; watch
416	abbott; liberal; message; party; tony
417	details; null
418	brief; campaign; kevin; labor; member; minister; party; question; rudd; shadow; year
419	brief; question; stop
420	boat; brief; deal; environment; kevin; minister; policy; question; rudd; shadow; watch
421	border; federal; house; latest; matter; minister; mp; news; parliament; people; prime; protection; public; read; rudd; speech; week
422	boat; brief; kevin; morrison; question; rudd; scott; watch; week
423	border; brief; federal; julie; kevin; labor; leader; liberal; member; mr; parliament; protection; question; rudd; share; today; watch
424	federal; parliament; share; world; youtube
425	border; comment; federal; member; mr; policy; protection; question; rudd; share; watch; wrap
426	brief; forget; leave; null; question
427	brief; null; question
428	border; brief; failure; kevin; labor; peter; protection; question; rudd; today; wrap
429	campaign; home; peter
430	important; issues; liberal; local; strong
431	kevin; labor; mr; rudd
432	border; brief; failure; immigration; kevin; minister; nothing; post; protection; question; rudd; shadow; today
433	border; brief; kevin; labor; minister; people; protection; question; rudd
434	brief; julie; question
435	business; null; share; video
436	events; federal; leave; member; question; wrap
437	brief; budget; comment; debt; events; forget; leave; morrison; question; scott; share; today; wayne; wrap
438	brief; comment; forget; gillard; important; issues; labor; leave; mr; parliament; peter; question; rudd; share; spending; today
439	billion; brief; broadband; business; comment; continue; events; forget; julie; leader; leave; money; mr; national; network; provide; public; question; rudd; share; today; wrap
440	comment; events; forget; leave; null; question; share; wrap
441	events; federal; forget; member; message; null; question; wrap
442	brief; federal; gillard; hockey; joe; julia; mismanagement; money; question; waste; wrap
443	brief; federal; interest; leave; mismanagement; question; spending; today; waste; wrap
444	brief; federal; leave; null; question; wrap
445	null; rudd; video
446	australian; cost; debt; families; hockey; joe; kevin; labor; leave; pay; record; rudd; spending; tax; trust
447	leave
448	discuss; kevin; mismanagement; share; waste; watch
449	andrew; discuss; null; parliament; watch
450	null
