issue_id	publish_year	publish_month	icon_url	"Character Id: 40454, Name: Hellion"	Number of Issues: 605
246654	2010	-1	1529962-xmen12_icon.png		
182545	2010	1	1023331-xforce_icon.jpg		
264371	2010	1	1693837-186_icon.jpg		
292832	2010	1	2007411-49_icon.jpg		
300036	2010	1	2059706-97_icon.jpg		
187695	2010	2	1061460-leg_icon.jpg		
196454	2010	2	1122179-deadpool_volume_3_x_marks_the_spot_hc_icon.jpg		
197508	2010	2	1131708-x_men_legacy_emplate_hc_icon.jpg		
277069	2010	2	1886956-x_men_deluxe178_icon.jpg		
290133	2010	2	1985529-x_men236_icon.jpg		
300386	2010	2	2061187-110_icon.jpg		
307140	2010	2	2128948-xm98_icon.jpg		
192469	2010	3	1091917-prv4180_cov_icon.jpg		
194457	2010	3	1106778-x_force_icon.jpg		
300786	2010	3	2063465-6_21_58_1_icon.jpg		
300387	2010	3	2061188-111_icon.jpg		
307113	2010	3	2128884-xme99_icon.jpg		
299706	2010	3	2057830-03_icon.jpg		
292835	2010	4	2007414-52_icon.jpg		
300388	2010	4	2061189-112_icon.jpg		
201000	2010	5	1157669-num_risation0011_icon.jpg		
214764	2010	5	1233528-gn9995_icon.jpg		
218835	2010	5	1261193-202516_20100606092306_large_icon.jpg		
249035	2010	5	1560065-e4_icon.jpg		
290163	2010	5	1985579-x_men239_icon.jpg		
300389	2010	5	2061190-113_icon.jpg		
307143	2010	5	2128951-xm101_icon.jpg		
300466	2010	5	2061458-53_icon.jpg		
221765	2010	6	1910545-necrosha_hc_icon.png		
290167	2010	6	1985584-x_men240_icon.jpg		
292837	2010	6	2007416-54_icon.jpg		
300390	2010	6	2061191-114_icon.jpg		
300467	2010	6	2061459-54_icon.jpg		
213447	2010	7	2193218-13a_icon.jpg		
214734	2010	7	1233389-xmen236_dc11_lr_0001_icon.jpg		
215972	2010	7	2205137-27a_icon.jpg		
290174	2010	7	1985603-x_men241_icon.jpg		
300468	2010	7	2061460-55_icon.jpg		
306223	2010	7	2119822-6_17_162_1_icon.jpg		
218294	2010	8	1257580-x_icon.jpg		
219419	2010	8	1266016-newmutants14a_icon.jpg		
277082	2010	8	1887168-x_men_deluxe184_icon.jpg		
290183	2010	8	1985619-x_men242_icon.jpg		
300820	2010	8	2063566-6_21_63_1_icon.jpg		
307146	2010	8	2128955-xm104_icon.jpg		
299708	2010	8	2057832-05_icon.jpg		
300469	2010	8	2061461-56_icon.jpg		
224511	2010	9	1298174-xmensecondcoming2a_icon.jpg		
225698	2010	9	1307646-newmutants15a_icon.jpg		
226787	2010	9	1316215-xmenlegacy238c_icon.jpg		
232763	2010	9	1372524-origins_of_marvel_comics_x_men_icon.jpg		
236300	2010	9	1579219-x_men_second_coming_icon.jpg		
277083	2010	9	1887189-x_men_deluxe185_icon.jpg		
290191	2010	9	1985629-x_men243_icon.jpg		
300821	2010	9	2063571-6_21_64_1_icon.jpg		
307147	2010	9	2128956-xm105_icon.jpg		
307119	2010	9	2128894-xme105_icon.jpg		
231789	2010	10	1356976-saga_icon.jpg		
238082	2010	10	1458320-xmn_sc_r_icon.jpg		
277084	2010	10	1887224-x_men_deluxe186_icon.jpg		
307148	2010	10	2128958-xm106_icon.jpg		
307120	2010	10	2128901-xme106_icon.jpg		
299709	2010	10	2057833-06a_icon.jpg		
234641	2010	11	1397711-prv6365_cov_icon.jpg		
300823	2010	11	2063585-6_21_66_1_icon.jpg		
307149	2010	11	2128959-xm107_icon.jpg		
299702	2010	11	2057814-02a_icon.jpg		
239137	2010	12	1467335-x23_2_legion_cps_001_icon.jpg		
277089	2010	12	1887290-x_men_deluxe188_icon.jpg		
300396	2010	12	2061197-120_icon.jpg		
307150	2010	12	2128960-xm108_icon.jpg		
307122	2010	12	2128903-xme108_icon.jpg		
299710	2010	12	2057834-07a_icon.jpg		
307121	2011	-1	2128902-xme107_icon.jpg		
246421	2011	1	1526399-xmenlegacy242c_icon.jpg		
244789	2011	1	1516089-x233c_icon.jpg		
300854	2011	1	2063751-6_21_68_1_icon.jpg		
307151	2011	1	2128961-xm109_icon.jpg		
307123	2011	1	2128905-xme109_icon.jpg		
245497	2011	2	1679519-cw__xmn_icon.jpg		
250666	2011	2	1577597-xmenlegacy243c_icon.jpg		
253004	2011	2	1591648-heroic_age_x_men_vol_1_1_icon.jpg		
277114	2011	2	1887678-x_men_deluxe190_icon.jpg		
300398	2011	2	2061199-122_icon.jpg		
312139	2011	2	2168937-62_icon.jpg		
258326	2011	3	1625955-xmen244c_icon.jpg		
259113	2011	3	1636484-ageofx1a_icon.jpg		
263176	2011	3	1677105-15_icon.jpg		
266133	2011	3	1724694-16_icon.jpg		
267557	2011	3	1758788-nm__fotnm_icon.jpg		
300399	2011	3	2061200-123_icon.jpg		
312140	2011	3	2168938-63_icon.jpg		
318940	2011	3	2230216-x_men1_icon.jpg		
263714	2011	4	1685218-prv7852_cov_icon.jpg		
266431	2011	4	1732337-1d_274248_0_xmenlegacyhctp4hccollision_icon.jpg		
268475	2011	4	1772511-17_icon.jpg		
269289	2011	4	1793709-x23kd_icon.jpg		
300400	2011	4	2061201-124_icon.jpg		
307126	2011	4	2128908-xme112_icon.jpg		
312141	2011	4	2168939-64_icon.jpg		
318873	2011	4	2229725-x_men2_icon.jpg		
318941	2011	4	2230221-x_men2_icon.jpg		
299687	2011	4	2057782-02_icon.jpg		
323371	2011	4	2255243-image_gallery_icon.jpg		
323375	2011	4	2255312-image_gallery_icon.jpg		
266004	2011	5	1722303-generationhope05_icon.jpg		
266508	2011	5	1734890-newmutants023_icon.jpg		
269984	2011	5	1806704-om_icon.jpg		
271831	2011	5	1828849-18_icon.jpg		
272405	2011	5	1838183-second_coming_icon.jpg		
272409	2011	5	1838232-61qjed3kngl_icon.jpg		
273104	2011	5	1862827-01_icon.jpg		
290435	2011	5	1986648-x_men251_icon.jpg		
307127	2011	5	2128909-xme113_icon.jpg		
318874	2011	5	2229727-x_men3_icon.jpg		
318942	2011	5	2230223-x_men3_icon.jpg		
268218	2011	6	1769499-prv8297_cov_icon.jpg		
268985	2011	6	1787068-prv8417_cov_icon.jpg		
268981	2011	6	1786835-ageofxuniverse02_icon.jpg		
268930	2011	6	1785929-536_icon.jpg		
275321	2011	6	1869728-wad_icon.jpg		
277133	2011	6	1887713-x_men_deluxe194_icon.jpg		
290436	2011	6	1986669-x_men252_icon.jpg		
274367	2011	6	1860705-19_icon.jpg		
318876	2011	6	2229728-x_men4_icon.jpg		
269781	2011	7	1804728-xl_icon.jpg		
270399	2011	7	1813864-xg1_icon.jpg		
277137	2011	7	1887754-x_men_deluxe195_icon.jpg		
289609	2011	7	1982513-xmn_lgc__atm_icon.jpg		
300403	2011	7	2061205-127_icon.jpg		
