Id,mod_t1,mod_t2,mod_t3,mod_t4,mod_t5,mod_t6,mod_t7,mod_t8,mod_t9,mod_t10
623,3,3,3,3,3,3,3,3,3,213
624,3,3,3,3,3,3,3,3,3,262
625,3,3,3,3,3,3,3,3,3,318
626,3,3,3,3,3,0,0,1,3,93
627,3,3,0,1,3,2,0,1,3,319
628,3,3,3,3,3,3,1,3,0,216
629,3,3,3,3,3,3,3,3,3,260
630,3,3,3,3,3,3,3,3,3,213
631,3,3,3,3,3,3,3,3,3,213
632,3,3,3,3,3,3,3,3,3,320
633,1,1,1,1,1,1,1,1,1,321
634,0,0,0,0,0,0,0,0,0,118
635,0,0,0,1,1,2,1,3,0,322
636,0,0,3,2,3,0,0,0,0,323
637,1,1,1,1,1,1,1,1,1,324
638,1,1,1,1,1,1,1,1,1,129
