"Character Id: 1444, Name: Storm"	Number of Issues: 4327					
issue_id	publish_year	publish_month	super_url	icon_url	super_url	icon_url
25801	1985	8	http://media.comicvine.com/uploads/0/4/23137-3092-25801-1-uncanny-x-men-the_super.jpg	http://media.comicvine.com/uploads/0/4/23137-3092-25801-1-uncanny-x-men-the_icon.jpg	23137-3092-25801-1-uncanny-x-men-the_super.jpg	23137-3092-25801-1-uncanny-x-men-the_icon.jpg
315359	1985	8	http://media.comicvine.com/uploads/9/96457/2195226-pxf1006_super.jpg	http://media.comicvine.com/uploads/9/96457/2195226-pxf1006_icon.jpg	2195226-pxf1006_super.jpg	2195226-pxf1006_icon.jpg
25896	1985	9	http://media.comicvine.com/uploads/0/4/23226-3092-25896-1-uncanny-x-men-the_super.jpg	http://media.comicvine.com/uploads/0/4/23226-3092-25896-1-uncanny-x-men-the_icon.jpg	23226-3092-25896-1-uncanny-x-men-the_super.jpg	23226-3092-25896-1-uncanny-x-men-the_icon.jpg
145975	1985	9	http://media.comicvine.com/uploads/2/26700/641726-30_super.jpg	http://media.comicvine.com/uploads/2/26700/641726-30_icon.jpg	641726-30_super.jpg	641726-30_icon.jpg
315358	1985	9	http://media.comicvine.com/uploads/9/96457/2195224-pxf1007_super.jpg	http://media.comicvine.com/uploads/9/96457/2195224-pxf1007_icon.jpg	2195224-pxf1007_super.jpg	2195224-pxf1007_icon.jpg
25999	1985	10	http://media.comicvine.com/uploads/0/4/23321-3092-25999-1-uncanny-x-men-the_super.jpg	http://media.comicvine.com/uploads/0/4/23321-3092-25999-1-uncanny-x-men-the_icon.jpg	23321-3092-25999-1-uncanny-x-men-the_super.jpg	23321-3092-25999-1-uncanny-x-men-the_icon.jpg
26014	1985	10	http://media.comicvine.com/uploads/0/4/23335-3234-26014-1-new-mutants-the_super.jpg	http://media.comicvine.com/uploads/0/4/23335-3234-26014-1-new-mutants-the_icon.jpg	23335-3234-26014-1-new-mutants-the_super.jpg	23335-3234-26014-1-new-mutants-the_icon.jpg
315357	1985	10	http://media.comicvine.com/uploads/9/96457/2195221-pxf1008_super.jpg	http://media.comicvine.com/uploads/9/96457/2195221-pxf1008_icon.jpg	2195221-pxf1008_super.jpg	2195221-pxf1008_icon.jpg
26090	1985	11	http://media.comicvine.com/uploads/0/4/23405-3234-26090-1-new-mutants-the_super.jpg	http://media.comicvine.com/uploads/0/4/23405-3234-26090-1-new-mutants-the_icon.jpg	23405-3234-26090-1-new-mutants-the_super.jpg	23405-3234-26090-1-new-mutants-the_icon.jpg
315356	1985	11	http://media.comicvine.com/uploads/9/96457/2195217-pxf1009_super.jpg	http://media.comicvine.com/uploads/9/96457/2195217-pxf1009_icon.jpg	2195217-pxf1009_super.jpg	2195217-pxf1009_icon.jpg
26088	1985	11	http://media.comicvine.com/uploads/0/4/23403-3143-26088-1-marvel-fanfare_super.jpg	http://media.comicvine.com/uploads/0/4/23403-3143-26088-1-marvel-fanfare_icon.jpg	23403-3143-26088-1-marvel-fanfare_super.jpg	23403-3143-26088-1-marvel-fanfare_icon.jpg
26234	1985	12	http://media.comicvine.com/uploads/0/4/23538-3234-26234-1-new-mutants-the_super.jpg	http://media.comicvine.com/uploads/0/4/23538-3234-26234-1-new-mutants-the_icon.jpg	23538-3234-26234-1-new-mutants-the_super.jpg	23538-3234-26234-1-new-mutants-the_icon.jpg
26210	1985	12	http://media.comicvine.com/uploads/0/4/23516-3092-26210-1-uncanny-x-men-the_super.jpg	http://media.comicvine.com/uploads/0/4/23516-3092-26210-1-uncanny-x-men-the_icon.jpg	23516-3092-26210-1-uncanny-x-men-the_super.jpg	23516-3092-26210-1-uncanny-x-men-the_icon.jpg
108266	1985	12	http://media.comicvine.com/uploads/0/1867/106162-18450-108266-1-heroes-for-hope-star_super.jpg	http://media.comicvine.com/uploads/0/1867/106162-18450-108266-1-heroes-for-hope-star_icon.jpg	106162-18450-108266-1-heroes-for-hope-star_super.jpg	106162-18450-108266-1-heroes-for-hope-star_icon.jpg
110014	1985	12	http://media.comicvine.com/uploads/3/33806/1599034-9288011_1_super.jpg	http://media.comicvine.com/uploads/3/33806/1599034-9288011_1_icon.jpg	1599034-9288011_1_super.jpg	1599034-9288011_1_icon.jpg
111575	1985	12	http://media.comicvine.com/uploads/0/3016/153160-10757-111575-1-uncanny-x-men-annual_super.JPG	http://media.comicvine.com/uploads/0/3016/153160-10757-111575-1-uncanny-x-men-annual_icon.JPG	153160-10757-111575-1-uncanny-x-men-annual_super.JPG	153160-10757-111575-1-uncanny-x-men-annual_icon.JPG
315354	1985	12	http://media.comicvine.com/uploads/9/96457/2195211-pxf1011_super.jpg	http://media.comicvine.com/uploads/9/96457/2195211-pxf1011_icon.jpg	2195211-pxf1011_super.jpg	2195211-pxf1011_icon.jpg
315355	1985	12	http://media.comicvine.com/uploads/9/96457/2195213-pxf1010_super.jpg	http://media.comicvine.com/uploads/9/96457/2195213-pxf1010_icon.jpg	2195213-pxf1010_super.jpg	2195213-pxf1010_icon.jpg
26413	1986	1	http://media.comicvine.com/uploads/5/55807/1596916-uncanny_x_men__1963__201_super.jpeg	http://media.comicvine.com/uploads/5/55807/1596916-uncanny_x_men__1963__201_icon.jpeg	1596916-uncanny_x_men__1963__201_super.jpeg	1596916-uncanny_x_men__1963__201_icon.jpeg
57521	1986	1	http://media.comicvine.com/uploads/0/4/48085-3506-57521-1-secret-wars-ii_super.jpg	http://media.comicvine.com/uploads/0/4/48085-3506-57521-1-secret-wars-ii_icon.jpg	48085-3506-57521-1-secret-wars-ii_super.jpg	48085-3506-57521-1-secret-wars-ii_icon.jpg
95162	1986	1	http://media.comicvine.com/uploads/0/4/62167-3490-95162-1-marvel-saga-the_super.jpg	http://media.comicvine.com/uploads/0/4/62167-3490-95162-1-marvel-saga-the_icon.jpg	62167-3490-95162-1-marvel-saga-the_super.jpg	62167-3490-95162-1-marvel-saga-the_icon.jpg
315353	1986	1	http://media.comicvine.com/uploads/9/96457/2195210-pxf1012_super.jpg	http://media.comicvine.com/uploads/9/96457/2195210-pxf1012_icon.jpg	2195210-pxf1012_super.jpg	2195210-pxf1012_icon.jpg
26519	1986	2	http://media.comicvine.com/uploads/0/4/23798-3092-26519-1-uncanny-x-men-the_super.jpg	http://media.comicvine.com/uploads/0/4/23798-3092-26519-1-uncanny-x-men-the_icon.jpg	23798-3092-26519-1-uncanny-x-men-the_super.jpg	23798-3092-26519-1-uncanny-x-men-the_icon.jpg
111366	1986	2	http://media.comicvine.com/uploads/0/3016/147722-18835-111366-1-nightcrawler_super.jpg	http://media.comicvine.com/uploads/0/3016/147722-18835-111366-1-nightcrawler_icon.jpg	147722-18835-111366-1-nightcrawler_super.jpg	147722-18835-111366-1-nightcrawler_icon.jpg
57522	1986	2	http://media.comicvine.com/uploads/0/4/48086-3506-57522-1-secret-wars-ii_super.jpg	http://media.comicvine.com/uploads/0/4/48086-3506-57522-1-secret-wars-ii_icon.jpg	48086-3506-57522-1-secret-wars-ii_super.jpg	48086-3506-57522-1-secret-wars-ii_icon.jpg
315352	1986	2	http://media.comicvine.com/uploads/9/96457/2195209-pxf1013_super.jpg	http://media.comicvine.com/uploads/9/96457/2195209-pxf1013_icon.jpg	2195209-pxf1013_super.jpg	2195209-pxf1013_icon.jpg
26613	1986	3	http://media.comicvine.com/uploads/0/4/23886-3092-26613-1-uncanny-x-men-the_super.jpg	http://media.comicvine.com/uploads/0/4/23886-3092-26613-1-uncanny-x-men-the_icon.jpg	23886-3092-26613-1-uncanny-x-men-the_super.jpg	23886-3092-26613-1-uncanny-x-men-the_icon.jpg
57523	1986	3	http://media.comicvine.com/uploads/5/55807/1771314-secret_wars_ii__1985__9_super.jpeg	http://media.comicvine.com/uploads/5/55807/1771314-secret_wars_ii__1985__9_icon.jpeg	1771314-secret_wars_ii__1985__9_super.jpeg	1771314-secret_wars_ii__1985__9_icon.jpeg
315351	1986	3	http://media.comicvine.com/uploads/9/96457/2195208-pxf1014_super.jpg	http://media.comicvine.com/uploads/9/96457/2195208-pxf1014_icon.jpg	2195208-pxf1014_super.jpg	2195208-pxf1014_icon.jpg
26699	1986	4	http://media.comicvine.com/uploads/0/4/23965-3631-26699-1-firestar_super.jpg	http://media.comicvine.com/uploads/0/4/23965-3631-26699-1-firestar_icon.jpg	23965-3631-26699-1-firestar_super.jpg	23965-3631-26699-1-firestar_icon.jpg
26691	1986	4	http://media.comicvine.com/uploads/0/4/23957-3217-26691-1-alpha-flight_super.jpg	http://media.comicvine.com/uploads/0/4/23957-3217-26691-1-alpha-flight_icon.jpg	23957-3217-26691-1-alpha-flight_super.jpg	23957-3217-26691-1-alpha-flight_icon.jpg
145981	1986	4	http://media.comicvine.com/uploads/2/26700/641732-37_super.jpg	http://media.comicvine.com/uploads/2/26700/641732-37_icon.jpg	641732-37_super.jpg	641732-37_icon.jpg
315350	1986	4	http://media.comicvine.com/uploads/9/96457/2195207-pxf1015_super.jpg	http://media.comicvine.com/uploads/9/96457/2195207-pxf1015_icon.jpg	2195207-pxf1015_super.jpg	2195207-pxf1015_icon.jpg
26784	1986	5	http://media.comicvine.com/uploads/0/4/24044-2128-26784-1-avengers-the_super.jpg	http://media.comicvine.com/uploads/0/4/24044-2128-26784-1-avengers-the_icon.jpg	24044-2128-26784-1-avengers-the_super.jpg	24044-2128-26784-1-avengers-the_icon.jpg
315349	1986	5	http://media.comicvine.com/uploads/9/96457/2195206-pxf1016_super.jpg	http://media.comicvine.com/uploads/9/96457/2195206-pxf1016_icon.jpg	2195206-pxf1016_super.jpg	2195206-pxf1016_icon.jpg
26902	1986	6	http://media.comicvine.com/uploads/0/4/24157-3092-26902-1-uncanny-x-men-the_super.jpg	http://media.comicvine.com/uploads/0/4/24157-3092-26902-1-uncanny-x-men-the_icon.jpg	24157-3092-26902-1-uncanny-x-men-the_super.jpg	24157-3092-26902-1-uncanny-x-men-the_icon.jpg
315347	1986	6	http://media.comicvine.com/uploads/9/96457/2195204-pxf1018_super.jpg	http://media.comicvine.com/uploads/9/96457/2195204-pxf1018_icon.jpg	2195204-pxf1018_super.jpg	2195204-pxf1018_icon.jpg
315348	1986	6	http://media.comicvine.com/uploads/9/96457/2195205-pxf1017_super.jpg	http://media.comicvine.com/uploads/9/96457/2195205-pxf1017_icon.jpg	2195205-pxf1017_super.jpg	2195205-pxf1017_icon.jpg
109645	1986	7	http://media.comicvine.com/uploads/0/2305/121763-3497-109645-1-official-handbook-of_super.jpg	http://media.comicvine.com/uploads/0/2305/121763-3497-109645-1-official-handbook-of_icon.jpg	121763-3497-109645-1-official-handbook-of_super.jpg	121763-3497-109645-1-official-handbook-of_icon.jpg
26997	1986	7	http://media.comicvine.com/uploads/0/4/24246-3092-26997-1-uncanny-x-men-the_super.jpg	http://media.comicvine.com/uploads/0/4/24246-3092-26997-1-uncanny-x-men-the_icon.jpg	24246-3092-26997-1-uncanny-x-men-the_super.jpg	24246-3092-26997-1-uncanny-x-men-the_icon.jpg
315345	1986	7	http://media.comicvine.com/uploads/9/96457/2195202-pxf1020_super.jpg	http://media.comicvine.com/uploads/9/96457/2195202-pxf1020_icon.jpg	2195202-pxf1020_super.jpg	2195202-pxf1020_icon.jpg
315346	1986	7	http://media.comicvine.com/uploads/9/96457/2195203-pxf1019_super.jpg	http://media.comicvine.com/uploads/9/96457/2195203-pxf1019_icon.jpg	2195203-pxf1019_super.jpg	2195203-pxf1019_icon.jpg
27093	1986	8	http://media.comicvine.com/uploads/0/4/24338-3092-27093-1-uncanny-x-men-the_super.jpg	http://media.comicvine.com/uploads/0/4/24338-3092-27093-1-uncanny-x-men-the_icon.jpg	24338-3092-27093-1-uncanny-x-men-the_super.jpg	24338-3092-27093-1-uncanny-x-men-the_icon.jpg
315342	1986	8	http://media.comicvine.com/uploads/9/96457/2195199-pxf1023_super.jpg	http://media.comicvine.com/uploads/9/96457/2195199-pxf1023_icon.jpg	2195199-pxf1023_super.jpg	2195199-pxf1023_icon.jpg
315343	1986	8	http://media.comicvine.com/uploads/9/96457/2195200-pxf1022_super.jpg	http://media.comicvine.com/uploads/9/96457/2195200-pxf1022_icon.jpg	2195200-pxf1022_super.jpg	2195200-pxf1022_icon.jpg
315344	1986	8	http://media.comicvine.com/uploads/9/96457/2195201-pxf1021_super.jpg	http://media.comicvine.com/uploads/9/96457/2195201-pxf1021_icon.jpg	2195201-pxf1021_super.jpg	2195201-pxf1021_icon.jpg
27189	1986	9	http://media.comicvine.com/uploads/0/4/24431-3092-27189-1-uncanny-x-men-the_super.jpg	http://media.comicvine.com/uploads/0/4/24431-3092-27189-1-uncanny-x-men-the_icon.jpg	24431-3092-27189-1-uncanny-x-men-the_super.jpg	24431-3092-27189-1-uncanny-x-men-the_icon.jpg
47389	1986	9	http://media.comicvine.com/uploads/0/4/41729-3626-47389-1-classic-x-men_super.jpg	http://media.comicvine.com/uploads/0/4/41729-3626-47389-1-classic-x-men_icon.jpg	41729-3626-47389-1-classic-x-men_super.jpg	41729-3626-47389-1-classic-x-men_icon.jpg
313173	1986	9	http://media.comicvine.com/uploads/9/96457/2177832-nmf07_super.jpg	http://media.comicvine.com/uploads/9/96457/2177832-nmf07_icon.jpg	2177832-nmf07_super.jpg	2177832-nmf07_icon.jpg
315340	1986	9	http://media.comicvine.com/uploads/9/96457/2195197-pxf1025_super.jpg	http://media.comicvine.com/uploads/9/96457/2195197-pxf1025_icon.jpg	2195197-pxf1025_super.jpg	2195197-pxf1025_icon.jpg
315341	1986	9	http://media.comicvine.com/uploads/9/96457/2195198-pxf1024_super.jpg	http://media.comicvine.com/uploads/9/96457/2195198-pxf1024_icon.jpg	2195198-pxf1024_super.jpg	2195198-pxf1024_icon.jpg
47390	1986	10	http://media.comicvine.com/uploads/0/4/41730-3626-47390-1-classic-x-men_super.jpg	http://media.comicvine.com/uploads/0/4/41730-3626-47390-1-classic-x-men_icon.jpg	41730-3626-47390-1-classic-x-men_super.jpg	41730-3626-47390-1-classic-x-men_icon.jpg
107057	1986	10	http://media.comicvine.com/uploads/0/978/99589-3092-107057-1-uncanny-x-men-the_super.jpg	http://media.comicvine.com/uploads/0/978/99589-3092-107057-1-uncanny-x-men-the_icon.jpg	99589-3092-107057-1-uncanny-x-men-the_super.jpg	99589-3092-107057-1-uncanny-x-men-the_icon.jpg
315338	1986	10	http://media.comicvine.com/uploads/9/96457/2195195-pxf1027_super.jpg	http://media.comicvine.com/uploads/9/96457/2195195-pxf1027_icon.jpg	2195195-pxf1027_super.jpg	2195195-pxf1027_icon.jpg
315339	1986	10	http://media.comicvine.com/uploads/9/96457/2195196-pxf1026_super.jpg	http://media.comicvine.com/uploads/9/96457/2195196-pxf1026_icon.jpg	2195196-pxf1026_super.jpg	2195196-pxf1026_icon.jpg
66627	1986	11	http://media.comicvine.com/uploads/0/4/50818-3497-66627-1-official-handbook-of_super.jpg	http://media.comicvine.com/uploads/0/4/50818-3497-66627-1-official-handbook-of_icon.jpg	50818-3497-66627-1-official-handbook-of_super.jpg	50818-3497-66627-1-official-handbook-of_icon.jpg
47391	1986	11	http://media.comicvine.com/uploads/0/4/41731-3626-47391-1-classic-x-men_super.jpg	http://media.comicvine.com/uploads/0/4/41731-3626-47391-1-classic-x-men_icon.jpg	41731-3626-47391-1-classic-x-men_super.jpg	41731-3626-47391-1-classic-x-men_icon.jpg
27396	1986	11	http://media.comicvine.com/uploads/0/4/24626-3092-27396-1-uncanny-x-men-the_super.jpg	http://media.comicvine.com/uploads/0/4/24626-3092-27396-1-uncanny-x-men-the_icon.jpg	24626-3092-27396-1-uncanny-x-men-the_super.jpg	24626-3092-27396-1-uncanny-x-men-the_icon.jpg
157224	1986	11	http://media.comicvine.com/uploads/0/1867/798714-ma44_super.jpg	http://media.comicvine.com/uploads/0/1867/798714-ma44_icon.jpg	798714-ma44_super.jpg	798714-ma44_icon.jpg
315336	1986	11	http://media.comicvine.com/uploads/9/96457/2195192-pxf1029_super.jpg	http://media.comicvine.com/uploads/9/96457/2195192-pxf1029_icon.jpg	2195192-pxf1029_super.jpg	2195192-pxf1029_icon.jpg
315337	1986	11	http://media.comicvine.com/uploads/9/96457/2195194-pxf1028_super.jpg	http://media.comicvine.com/uploads/9/96457/2195194-pxf1028_icon.jpg	2195194-pxf1028_super.jpg	2195194-pxf1028_icon.jpg
47392	1986	12	http://media.comicvine.com/uploads/0/4/41732-3626-47392-1-classic-x-men_super.jpg	http://media.comicvine.com/uploads/0/4/41732-3626-47392-1-classic-x-men_icon.jpg	41732-3626-47392-1-classic-x-men_super.jpg	41732-3626-47392-1-classic-x-men_icon.jpg
27523	1986	12	http://media.comicvine.com/uploads/0/4/24747-3234-27523-1-new-mutants-the_super.jpg	http://media.comicvine.com/uploads/0/4/24747-3234-27523-1-new-mutants-the_icon.jpg	24747-3234-27523-1-new-mutants-the_super.jpg	24747-3234-27523-1-new-mutants-the_icon.jpg
27501	1986	12	http://media.comicvine.com/uploads/0/4/24725-3092-27501-1-uncanny-x-men-the_super.jpg	http://media.comicvine.com/uploads/0/4/24725-3092-27501-1-uncanny-x-men-the_icon.jpg	24725-3092-27501-1-uncanny-x-men-the_super.jpg	24725-3092-27501-1-uncanny-x-men-the_icon.jpg
111576	1986	12	http://media.comicvine.com/uploads/0/3016/153161-10757-111576-1-uncanny-x-men-annual_super.JPG	http://media.comicvine.com/uploads/0/3016/153161-10757-111576-1-uncanny-x-men-annual_icon.JPG	153161-10757-111576-1-uncanny-x-men-annual_super.JPG	153161-10757-111576-1-uncanny-x-men-annual_icon.JPG
157225	1986	12	http://media.comicvine.com/uploads/0/1867/798716-ma45_super.jpg	http://media.comicvine.com/uploads/0/1867/798716-ma45_icon.jpg	798716-ma45_super.jpg	798716-ma45_icon.jpg
315334	1986	12	http://media.comicvine.com/uploads/9/96457/2195190-pxf1031_super.jpg	http://media.comicvine.com/uploads/9/96457/2195190-pxf1031_icon.jpg	2195190-pxf1031_super.jpg	2195190-pxf1031_icon.jpg
315335	1986	12	http://media.comicvine.com/uploads/9/96457/2195191-pxf1030_super.jpg	http://media.comicvine.com/uploads/9/96457/2195191-pxf1030_icon.jpg	2195191-pxf1030_super.jpg	2195191-pxf1030_icon.jpg
120344	1987	0	http://media.comicvine.com/uploads/0/40/260861-20173-120344-1-excalibur-special-ed_super.jpg	http://media.comicvine.com/uploads/0/40/260861-20173-120344-1-excalibur-special-ed_icon.jpg	260861-20173-120344-1-excalibur-special-ed_super.jpg	260861-20173-120344-1-excalibur-special-ed_icon.jpg
47393	1987	1	http://media.comicvine.com/uploads/0/4/41733-3626-47393-1-classic-x-men_super.jpg	http://media.comicvine.com/uploads/0/4/41733-3626-47393-1-classic-x-men_icon.jpg	41733-3626-47393-1-classic-x-men_super.jpg	41733-3626-47393-1-classic-x-men_icon.jpg
27691	1987	1	http://media.comicvine.com/uploads/5/55807/1596917-uncanny_x_men__1963__213_super.jpeg	http://media.comicvine.com/uploads/5/55807/1596917-uncanny_x_men__1963__213_icon.jpeg	1596917-uncanny_x_men__1963__213_super.jpeg	1596917-uncanny_x_men__1963__213_icon.jpeg
130494	1987	1	http://media.comicvine.com/uploads/0/6206/391888-10757-130494-1-the-uncanny-x-men-an_super.jpg	http://media.comicvine.com/uploads/0/6206/391888-10757-130494-1-the-uncanny-x-men-an_icon.jpg	391888-10757-130494-1-the-uncanny-x-men-an_super.jpg	391888-10757-130494-1-the-uncanny-x-men-an_icon.jpg
157226	1987	1	http://media.comicvine.com/uploads/0/1867/798717-ma46_super.jpg	http://media.comicvine.com/uploads/0/1867/798717-ma46_icon.jpg	798717-ma46_super.jpg	798717-ma46_icon.jpg
315333	1987	1	http://media.comicvine.com/uploads/9/96457/2195189-pxf1032_super.jpg	http://media.comicvine.com/uploads/9/96457/2195189-pxf1032_icon.jpg	2195189-pxf1032_super.jpg	2195189-pxf1032_icon.jpg
315165	1987	1	http://media.comicvine.com/uploads/9/96457/2193562-pxf1033_super.jpg	http://media.comicvine.com/uploads/9/96457/2193562-pxf1033_icon.jpg	2193562-pxf1033_super.jpg	2193562-pxf1033_icon.jpg
333911	1987	1	http://media.comicvine.com/uploads/9/96457/2317354-96_super.jpg	http://media.comicvine.com/uploads/9/96457/2317354-96_icon.jpg	2317354-96_super.jpg	2317354-96_icon.jpg
47394	1987	2	http://media.comicvine.com/uploads/0/4/41734-3626-47394-1-classic-x-men_super.jpg	http://media.comicvine.com/uploads/0/4/41734-3626-47394-1-classic-x-men_icon.jpg	41734-3626-47394-1-classic-x-men_super.jpg	41734-3626-47394-1-classic-x-men_icon.jpg
27803	1987	2	http://media.comicvine.com/uploads/5/55807/1672001-uncanny_x_men__1963__214_super.jpeg	http://media.comicvine.com/uploads/5/55807/1672001-uncanny_x_men__1963__214_icon.jpeg	1672001-uncanny_x_men__1963__214_super.jpeg	1672001-uncanny_x_men__1963__214_icon.jpeg
27791	1987	2	http://media.comicvine.com/uploads/0/4/24993-3843-27791-1-fantastic-four-vs-x_super.jpg	http://media.comicvine.com/uploads/0/4/24993-3843-27791-1-fantastic-four-vs-x_icon.jpg	24993-3843-27791-1-fantastic-four-vs-x_super.jpg	24993-3843-27791-1-fantastic-four-vs-x_icon.jpg
313180	1987	2	http://media.comicvine.com/uploads/9/96457/2177839-nmf14_super.jpg	http://media.comicvine.com/uploads/9/96457/2177839-nmf14_icon.jpg	2177839-nmf14_super.jpg	2177839-nmf14_icon.jpg
114552	1987	2	http://media.comicvine.com/uploads/0/6592/194579-19148-114552-1-spider-man-versus-wo_super.jpg	http://media.comicvine.com/uploads/0/6592/194579-19148-114552-1-spider-man-versus-wo_icon.jpg	194579-19148-114552-1-spider-man-versus-wo_super.jpg	194579-19148-114552-1-spider-man-versus-wo_icon.jpg
315161	1987	2	http://media.comicvine.com/uploads/9/96457/2193557-pxf1036_super.jpg	http://media.comicvine.com/uploads/9/96457/2193557-pxf1036_icon.jpg	2193557-pxf1036_super.jpg	2193557-pxf1036_icon.jpg
315162	1987	2	http://media.comicvine.com/uploads/9/96457/2193558-pxf1035_super.jpg	http://media.comicvine.com/uploads/9/96457/2193558-pxf1035_icon.jpg	2193558-pxf1035_super.jpg	2193558-pxf1035_icon.jpg
333912	1987	2	http://media.comicvine.com/uploads/9/96457/2317356-97_super.jpg	http://media.comicvine.com/uploads/9/96457/2317356-97_icon.jpg	2317356-97_super.jpg	2317356-97_icon.jpg
47395	1987	3	http://media.comicvine.com/uploads/0/4/41735-3626-47395-1-classic-x-men_super.jpg	http://media.comicvine.com/uploads/0/4/41735-3626-47395-1-classic-x-men_icon.jpg	41735-3626-47395-1-classic-x-men_super.jpg	41735-3626-47395-1-classic-x-men_icon.jpg
27915	1987	3	http://media.comicvine.com/uploads/0/4/25108-3657-27915-1-x-factor_super.jpg	http://media.comicvine.com/uploads/0/4/25108-3657-27915-1-x-factor_icon.jpg	25108-3657-27915-1-x-factor_super.jpg	25108-3657-27915-1-x-factor_icon.jpg
27912	1987	3	http://media.comicvine.com/uploads/0/4/25105-3092-27912-1-uncanny-x-men-the_super.jpg	http://media.comicvine.com/uploads/0/4/25105-3092-27912-1-uncanny-x-men-the_icon.jpg	25105-3092-27912-1-uncanny-x-men-the_super.jpg	25105-3092-27912-1-uncanny-x-men-the_icon.jpg
27901	1987	3	http://media.comicvine.com/uploads/0/4/25094-3843-27901-1-fantastic-four-vs-x_super.jpg	http://media.comicvine.com/uploads/0/4/25094-3843-27901-1-fantastic-four-vs-x_icon.jpg	25094-3843-27901-1-fantastic-four-vs-x_super.jpg	25094-3843-27901-1-fantastic-four-vs-x_icon.jpg
157229	1987	3	http://media.comicvine.com/uploads/0/1867/798720-ma48_super.jpg	http://media.comicvine.com/uploads/0/1867/798720-ma48_icon.jpg	798720-ma48_super.jpg	798720-ma48_icon.jpg
315159	1987	3	http://media.comicvine.com/uploads/9/96457/2193549-pxf1038_super.jpg	http://media.comicvine.com/uploads/9/96457/2193549-pxf1038_icon.jpg	2193549-pxf1038_super.jpg	2193549-pxf1038_icon.jpg
315160	1987	3	http://media.comicvine.com/uploads/9/96457/2193553-pxf1037_super.jpg	http://media.comicvine.com/uploads/9/96457/2193553-pxf1037_icon.jpg	2193553-pxf1037_super.jpg	2193553-pxf1037_icon.jpg
333913	1987	3	http://media.comicvine.com/uploads/9/96457/2317357-98_super.jpg	http://media.comicvine.com/uploads/9/96457/2317357-98_icon.jpg	2317357-98_super.jpg	2317357-98_icon.jpg
47396	1987	4	http://media.comicvine.com/uploads/0/4/41736-3626-47396-1-classic-x-men_super.jpg	http://media.comicvine.com/uploads/0/4/41736-3626-47396-1-classic-x-men_icon.jpg	41736-3626-47396-1-classic-x-men_super.jpg	41736-3626-47396-1-classic-x-men_icon.jpg
28027	1987	4	http://media.comicvine.com/uploads/0/4/25210-3867-28027-1-x-men-vs-the-avenge_super.jpg	http://media.comicvine.com/uploads/0/4/25210-3867-28027-1-x-men-vs-the-avenge_icon.jpg	25210-3867-28027-1-x-men-vs-the-avenge_super.jpg	25210-3867-28027-1-x-men-vs-the-avenge_icon.jpg
28023	1987	4	http://media.comicvine.com/uploads/0/4/25206-3092-28023-1-uncanny-x-men-the_super.jpg	http://media.comicvine.com/uploads/0/4/25206-3092-28023-1-uncanny-x-men-the_icon.jpg	25206-3092-28023-1-uncanny-x-men-the_super.jpg	25206-3092-28023-1-uncanny-x-men-the_icon.jpg
28013	1987	4	http://media.comicvine.com/uploads/0/4/25196-3843-28013-1-fantastic-four-vs-x_super.jpg	http://media.comicvine.com/uploads/0/4/25196-3843-28013-1-fantastic-four-vs-x_icon.jpg	25196-3843-28013-1-fantastic-four-vs-x_super.jpg	25196-3843-28013-1-fantastic-four-vs-x_icon.jpg
315157	1987	4	http://media.comicvine.com/uploads/9/96457/2193545-pxf1040_super.jpg	http://media.comicvine.com/uploads/9/96457/2193545-pxf1040_icon.jpg	2193545-pxf1040_super.jpg	2193545-pxf1040_icon.jpg
315158	1987	4	http://media.comicvine.com/uploads/9/96457/2193546-pxf1039_super.jpg	http://media.comicvine.com/uploads/9/96457/2193546-pxf1039_icon.jpg	2193546-pxf1039_super.jpg	2193546-pxf1039_icon.jpg
333914	1987	4	http://media.comicvine.com/uploads/9/96457/2317358-99_super.jpg	http://media.comicvine.com/uploads/9/96457/2317358-99_icon.jpg	2317358-99_super.jpg	2317358-99_icon.jpg
47397	1987	5	http://media.comicvine.com/uploads/0/4/41737-3626-47397-1-classic-x-men_super.jpg	http://media.comicvine.com/uploads/0/4/41737-3626-47397-1-classic-x-men_icon.jpg	41737-3626-47397-1-classic-x-men_super.jpg	41737-3626-47397-1-classic-x-men_icon.jpg
28142	1987	5	http://media.comicvine.com/uploads/0/4/25315-3234-28142-1-new-mutants-the_super.jpg	http://media.comicvine.com/uploads/0/4/25315-3234-28142-1-new-mutants-the_icon.jpg	25315-3234-28142-1-new-mutants-the_super.jpg	25315-3234-28142-1-new-mutants-the_icon.jpg
28128	1987	5	http://media.comicvine.com/uploads/0/4/25301-3867-28128-1-x-men-vs-the-avenge_super.jpg	http://media.comicvine.com/uploads/0/4/25301-3867-28128-1-x-men-vs-the-avenge_icon.jpg	25301-3867-28128-1-x-men-vs-the-avenge_super.jpg	25301-3867-28128-1-x-men-vs-the-avenge_icon.jpg
313186	1987	5	http://media.comicvine.com/uploads/9/96457/2177846-nmf20_super.jpg	http://media.comicvine.com/uploads/9/96457/2177846-nmf20_icon.jpg	2177846-nmf20_super.jpg	2177846-nmf20_icon.jpg
315155	1987	5	http://media.comicvine.com/uploads/9/96457/2193533-pxf1041_super.jpg	http://media.comicvine.com/uploads/9/96457/2193533-pxf1041_icon.jpg	2193533-pxf1041_super.jpg	2193533-pxf1041_icon.jpg
