"Character Id: 40454, Name: Hellion"	Number of Issues: 605					
issue_id	publish_year	publish_month	super_url	icon_url	super_url	icon_url
246421	2011	1	http://media.comicvine.com/uploads/0/6754/1526399-xmenlegacy242c_super.jpg	http://media.comicvine.com/uploads/0/6754/1526399-xmenlegacy242c_icon.jpg	1526399-xmenlegacy242c_super.jpg	1526399-xmenlegacy242c_icon.jpg
160956	2009	-1	http://media.comicvine.com/uploads/3/39442/846293-marvel_9_super.jpg	http://media.comicvine.com/uploads/3/39442/846293-marvel_9_icon.jpg	846293-marvel_9_super.jpg	846293-marvel_9_icon.jpg
161518	2009	8	http://media.comicvine.com/uploads/3/34605/850704-drkauncxu001_dc11_1_super.jpg	http://media.comicvine.com/uploads/3/34605/850704-drkauncxu001_dc11_1_icon.jpg	850704-drkauncxu001_dc11_1_super.jpg	850704-drkauncxu001_dc11_1_icon.jpg
162522	2009	9	http://media.comicvine.com/uploads/6/67397/2204352-513a_super.jpg	http://media.comicvine.com/uploads/6/67397/2204352-513a_icon.jpg	2204352-513a_super.jpg	2204352-513a_icon.jpg
164008	2009	9	http://media.comicvine.com/uploads/3/37787/877340-darkaven007_cov_1__super.jpg	http://media.comicvine.com/uploads/3/37787/877340-darkaven007_cov_1__icon.jpg	877340-darkaven007_cov_1__super.jpg	877340-darkaven007_cov_1__icon.jpg
106563	2005	8	http://media.comicvine.com/uploads/0/77/92483-3092-106563-1-uncanny-x-men-the_super.jpg	http://media.comicvine.com/uploads/0/77/92483-3092-106563-1-uncanny-x-men-the_icon.jpg	92483-3092-106563-1-uncanny-x-men-the_super.jpg	92483-3092-106563-1-uncanny-x-men-the_icon.jpg
164780	2009	9	http://media.comicvine.com/uploads/3/31467/886846-xforce_super.jpg	http://media.comicvine.com/uploads/3/31467/886846-xforce_icon.jpg	886846-xforce_super.jpg	886846-xforce_icon.jpg
190409	2009	12	http://media.comicvine.com/uploads/5/51843/1078379-xforcenotforgotten3_super.jpg	http://media.comicvine.com/uploads/5/51843/1078379-xforcenotforgotten3_icon.jpg	1078379-xforcenotforgotten3_super.jpg	1078379-xforcenotforgotten3_icon.jpg
168320	2009	10	http://media.comicvine.com/uploads/0/5344/932070-darkave_super.jpg	http://media.comicvine.com/uploads/0/5344/932070-darkave_icon.jpg	932070-darkave_super.jpg	932070-darkave_icon.jpg
168465	2009	10	http://media.comicvine.com/uploads/0/9116/932884-18_super.jpg	http://media.comicvine.com/uploads/0/9116/932884-18_icon.jpg	932884-18_super.jpg	932884-18_icon.jpg
168660	2007	5	http://media.comicvine.com/uploads/2/22664/935569-snikt_super.jpg	http://media.comicvine.com/uploads/2/22664/935569-snikt_icon.jpg	935569-snikt_super.jpg	935569-snikt_icon.jpg
171387	2009	11	http://media.comicvine.com/uploads/6/67397/2207604-01_super.jpg	http://media.comicvine.com/uploads/6/67397/2207604-01_icon.jpg	2207604-01_super.jpg	2207604-01_icon.jpg
171669	2008	2	http://media.comicvine.com/uploads/2/22664/1177822-nw_super.jpg	http://media.comicvine.com/uploads/2/22664/1177822-nw_icon.jpg	1177822-nw_super.jpg	1177822-nw_icon.jpg
172433	2009	11	http://media.comicvine.com/uploads/4/48157/965388-num_risation0005_super.jpg	http://media.comicvine.com/uploads/4/48157/965388-num_risation0005_icon.jpg	965388-num_risation0005_super.jpg	965388-num_risation0005_icon.jpg
173708	2009	11	http://media.comicvine.com/uploads/3/36512/975429-x_force__019_000_super.jpg	http://media.comicvine.com/uploads/3/36512/975429-x_force__019_000_icon.jpg	975429-x_force__019_000_super.jpg	975429-x_force__019_000_icon.jpg
175927	2008	1	http://media.comicvine.com/uploads/7/71700/2338968-990784_xmn_super_super.gif	http://media.comicvine.com/uploads/7/71700/2338968-990784_xmn_super_icon.gif	2338968-990784_xmn_super_super.gif	2338968-990784_xmn_super_icon.gif
176851	2009	12	http://media.comicvine.com/uploads/5/51843/997522-prv3616_cov_super.jpg	http://media.comicvine.com/uploads/5/51843/997522-prv3616_cov_icon.jpg	997522-prv3616_cov_super.jpg	997522-prv3616_cov_icon.jpg
178421	2009	10	http://media.comicvine.com/uploads/2/22664/1003365-xmn_super.jpg	http://media.comicvine.com/uploads/2/22664/1003365-xmn_icon.jpg	1003365-xmn_super.jpg	1003365-xmn_icon.jpg
182545	2010	1	http://media.comicvine.com/uploads/0/5344/1023331-xforce_super.jpg	http://media.comicvine.com/uploads/0/5344/1023331-xforce_icon.jpg	1023331-xforce_super.jpg	1023331-xforce_icon.jpg
183006	2005	11	http://media.comicvine.com/uploads/2/22664/1025613-xmn_super.gif	http://media.comicvine.com/uploads/2/22664/1025613-xmn_icon.gif	1025613-xmn_super.gif	1025613-xmn_icon.gif
183008	2005	3	http://media.comicvine.com/uploads/2/22664/1025618-xmn_super.gif	http://media.comicvine.com/uploads/2/22664/1025618-xmn_icon.gif	1025618-xmn_super.gif	1025618-xmn_icon.gif
183107	2008	11	http://media.comicvine.com/uploads/0/9116/1862089-tpb_super.jpg	http://media.comicvine.com/uploads/0/9116/1862089-tpb_icon.jpg	1862089-tpb_super.jpg	1862089-tpb_icon.jpg
185311	2009	4	http://media.comicvine.com/uploads/2/22664/1043297-si_super.gif	http://media.comicvine.com/uploads/2/22664/1043297-si_icon.gif	1043297-si_super.gif	1043297-si_icon.gif
185347	2008	8	http://media.comicvine.com/uploads/3/30405/1044009-dividedwestand_super.jpg	http://media.comicvine.com/uploads/3/30405/1044009-dividedwestand_icon.jpg	1044009-dividedwestand_super.jpg	1044009-dividedwestand_icon.jpg
186229	2009	11	http://media.comicvine.com/uploads/3/30405/1050140-avengers_xmen_utopia_super.jpg	http://media.comicvine.com/uploads/3/30405/1050140-avengers_xmen_utopia_icon.jpg	1050140-avengers_xmen_utopia_super.jpg	1050140-avengers_xmen_utopia_icon.jpg
167374	2009	10	http://media.comicvine.com/uploads/3/31566/922386-prv3206_cov_super.jpg	http://media.comicvine.com/uploads/3/31566/922386-prv3206_cov_icon.jpg	922386-prv3206_cov_super.jpg	922386-prv3206_cov_icon.jpg
186274	2007	2	http://media.comicvine.com/uploads/3/30405/1051052-astx3_torn_super.jpg	http://media.comicvine.com/uploads/3/30405/1051052-astx3_torn_icon.jpg	1051052-astx3_torn_super.jpg	1051052-astx3_torn_icon.jpg
186300	2008	12	http://media.comicvine.com/uploads/3/30405/1051154-axm_hc2_super.jpg	http://media.comicvine.com/uploads/3/30405/1051154-axm_hc2_icon.jpg	1051154-axm_hc2_super.jpg	1051154-axm_hc2_icon.jpg
130517	2008	7	http://media.comicvine.com/uploads/1/10390/393493-21203-130517-1-x-men-divided-we-st_super.jpg	http://media.comicvine.com/uploads/1/10390/393493-21203-130517-1-x-men-divided-we-st_icon.jpg	393493-21203-130517-1-x-men-divided-we-st_super.jpg	393493-21203-130517-1-x-men-divided-we-st_icon.jpg
186405	2008	1	http://media.comicvine.com/uploads/3/30405/1051959-warsong_super.jpg	http://media.comicvine.com/uploads/3/30405/1051959-warsong_icon.jpg	1051959-warsong_super.jpg	1051959-warsong_icon.jpg
186406	2009	7	http://media.comicvine.com/uploads/3/30405/1051961-xinfernus_super.jpg	http://media.comicvine.com/uploads/3/30405/1051961-xinfernus_icon.jpg	1051961-xinfernus_super.jpg	1051961-xinfernus_icon.jpg
186467	2006	5	http://media.comicvine.com/uploads/2/22664/1052471-dec_super.gif	http://media.comicvine.com/uploads/2/22664/1052471-dec_icon.gif	1052471-dec_super.gif	1052471-dec_icon.gif
186507	2005	1	http://media.comicvine.com/uploads/3/30405/1052896-choosingsides_super.jpg	http://media.comicvine.com/uploads/3/30405/1052896-choosingsides_icon.jpg	1052896-choosingsides_super.jpg	1052896-choosingsides_icon.jpg
186512	2005	7	http://media.comicvine.com/uploads/3/30405/1052903-haunted_super.jpg	http://media.comicvine.com/uploads/3/30405/1052903-haunted_icon.jpg	1052903-haunted_super.jpg	1052903-haunted_icon.jpg
186518	2006	1	http://media.comicvine.com/uploads/3/30405/1052913-xposed_super.jpg	http://media.comicvine.com/uploads/3/30405/1052913-xposed_icon.jpg	1052913-xposed_super.jpg	1052913-xposed_icon.jpg
186530	2006	5	http://media.comicvine.com/uploads/3/30405/1052939-ce_super.jpg	http://media.comicvine.com/uploads/3/30405/1052939-ce_icon.jpg	1052939-ce_super.jpg	1052939-ce_icon.jpg
186539	2006	8	http://media.comicvine.com/uploads/3/30405/1052950-crusade_super.jpg	http://media.comicvine.com/uploads/3/30405/1052950-crusade_icon.jpg	1052950-crusade_super.jpg	1052950-crusade_icon.jpg
186541	2007	1	http://media.comicvine.com/uploads/3/30405/1052968-nimrod_super.jpg	http://media.comicvine.com/uploads/3/30405/1052968-nimrod_icon.jpg	1052968-nimrod_super.jpg	1052968-nimrod_icon.jpg
186543	2007	6	http://media.comicvine.com/uploads/3/30405/1053016-mf_super.jpg	http://media.comicvine.com/uploads/3/30405/1053016-mf_icon.jpg	1053016-mf_super.jpg	1053016-mf_icon.jpg
186544	2007	12	http://media.comicvine.com/uploads/3/30405/1053030-qfm2_super.jpg	http://media.comicvine.com/uploads/3/30405/1053030-qfm2_icon.jpg	1053030-qfm2_super.jpg	1053030-qfm2_icon.jpg
186637	2008	5	http://media.comicvine.com/uploads/3/30405/1053905-wwhxmen_super.jpg	http://media.comicvine.com/uploads/3/30405/1053905-wwhxmen_icon.jpg	1053905-wwhxmen_super.jpg	1053905-wwhxmen_icon.jpg
182578	2009	11	http://media.comicvine.com/uploads/5/51843/1023544-prv3765_cov_super.jpg	http://media.comicvine.com/uploads/5/51843/1023544-prv3765_cov_icon.jpg	1023544-prv3765_cov_super.jpg	1023544-prv3765_cov_icon.jpg
192469	2010	3	http://media.comicvine.com/uploads/0/5344/1091917-prv4180_cov_super.jpg	http://media.comicvine.com/uploads/0/5344/1091917-prv4180_cov_icon.jpg	1091917-prv4180_cov_super.jpg	1091917-prv4180_cov_icon.jpg
186417	2005	3	http://media.comicvine.com/uploads/3/30405/1052005-dayatom_super.jpg	http://media.comicvine.com/uploads/3/30405/1052005-dayatom_icon.jpg	1052005-dayatom_super.jpg	1052005-dayatom_icon.jpg
194457	2010	3	http://media.comicvine.com/uploads/0/5344/1106778-x_force_super.jpg	http://media.comicvine.com/uploads/0/5344/1106778-x_force_icon.jpg	1106778-x_force_super.jpg	1106778-x_force_icon.jpg
132592	2007	5	http://media.comicvine.com/uploads/1/11307/440519-civil_war_companion_1_00_super.jpg	http://media.comicvine.com/uploads/1/11307/440519-civil_war_companion_1_00_icon.jpg	440519-civil_war_companion_1_00_super.jpg	440519-civil_war_companion_1_00_icon.jpg
196454	2010	2	http://media.comicvine.com/uploads/5/54426/1122179-deadpool_volume_3_x_marks_the_spot_hc_super.jpg	http://media.comicvine.com/uploads/5/54426/1122179-deadpool_volume_3_x_marks_the_spot_hc_icon.jpg	1122179-deadpool_volume_3_x_marks_the_spot_hc_super.jpg	1122179-deadpool_volume_3_x_marks_the_spot_hc_icon.jpg
197508	2010	2	http://media.comicvine.com/uploads/5/54426/1131708-x_men_legacy_emplate_hc_super.jpg	http://media.comicvine.com/uploads/5/54426/1131708-x_men_legacy_emplate_hc_icon.jpg	1131708-x_men_legacy_emplate_hc_super.jpg	1131708-x_men_legacy_emplate_hc_icon.jpg
198649	2006	9	http://media.comicvine.com/uploads/3/30405/1142919-69050_20070213081138_large_super.jpg	http://media.comicvine.com/uploads/3/30405/1142919-69050_20070213081138_large_icon.jpg	1142919-69050_20070213081138_large_super.jpg	1142919-69050_20070213081138_large_icon.jpg
201000	2010	5	http://media.comicvine.com/uploads/4/48157/1157669-num_risation0011_super.jpg	http://media.comicvine.com/uploads/4/48157/1157669-num_risation0011_icon.jpg	1157669-num_risation0011_super.jpg	1157669-num_risation0011_icon.jpg
186528	2006	3	http://media.comicvine.com/uploads/3/30405/1052937-houseofm_super.jpg	http://media.comicvine.com/uploads/3/30405/1052937-houseofm_icon.jpg	1052937-houseofm_super.jpg	1052937-houseofm_icon.jpg
213447	2010	7	http://media.comicvine.com/uploads/6/67397/2193218-13a_super.jpg	http://media.comicvine.com/uploads/6/67397/2193218-13a_icon.jpg	2193218-13a_super.jpg	2193218-13a_icon.jpg
214764	2010	5	http://media.comicvine.com/uploads/0/6754/1233528-gn9995_super.jpg	http://media.comicvine.com/uploads/0/6754/1233528-gn9995_icon.jpg	1233528-gn9995_super.jpg	1233528-gn9995_icon.jpg
214734	2010	7	http://media.comicvine.com/uploads/5/57222/1233389-xmen236_dc11_lr_0001_super.jpg	http://media.comicvine.com/uploads/5/57222/1233389-xmen236_dc11_lr_0001_icon.jpg	1233389-xmen236_dc11_lr_0001_super.jpg	1233389-xmen236_dc11_lr_0001_icon.jpg
215972	2010	7	http://media.comicvine.com/uploads/6/67397/2205137-27a_super.jpg	http://media.comicvine.com/uploads/6/67397/2205137-27a_icon.jpg	2205137-27a_super.jpg	2205137-27a_icon.jpg
218294	2010	8	http://media.comicvine.com/uploads/0/6754/1257580-x_super.jpg	http://media.comicvine.com/uploads/0/6754/1257580-x_icon.jpg	1257580-x_super.jpg	1257580-x_icon.jpg
218835	2010	5	http://media.comicvine.com/uploads/3/30405/1261193-202516_20100606092306_large_super.jpg	http://media.comicvine.com/uploads/3/30405/1261193-202516_20100606092306_large_icon.jpg	1261193-202516_20100606092306_large_super.jpg	1261193-202516_20100606092306_large_icon.jpg
219419	2010	8	http://media.comicvine.com/uploads/0/6754/1266016-newmutants14a_super.jpg	http://media.comicvine.com/uploads/0/6754/1266016-newmutants14a_icon.jpg	1266016-newmutants14a_super.jpg	1266016-newmutants14a_icon.jpg
221765	2010	6	http://media.comicvine.com/uploads/3/33806/1910545-necrosha_hc_super.png	http://media.comicvine.com/uploads/3/33806/1910545-necrosha_hc_icon.png	1910545-necrosha_hc_super.png	1910545-necrosha_hc_icon.png
224511	2010	9	http://media.comicvine.com/uploads/0/6754/1298174-xmensecondcoming2a_super.jpg	http://media.comicvine.com/uploads/0/6754/1298174-xmensecondcoming2a_icon.jpg	1298174-xmensecondcoming2a_super.jpg	1298174-xmensecondcoming2a_icon.jpg
225698	2010	9	http://media.comicvine.com/uploads/0/6754/1307646-newmutants15a_super.jpg	http://media.comicvine.com/uploads/0/6754/1307646-newmutants15a_icon.jpg	1307646-newmutants15a_super.jpg	1307646-newmutants15a_icon.jpg
226787	2010	9	http://media.comicvine.com/uploads/0/6754/1316215-xmenlegacy238c_super.jpg	http://media.comicvine.com/uploads/0/6754/1316215-xmenlegacy238c_icon.jpg	1316215-xmenlegacy238c_super.jpg	1316215-xmenlegacy238c_icon.jpg
231789	2010	10	http://media.comicvine.com/uploads/5/57606/1356976-saga_super.jpg	http://media.comicvine.com/uploads/5/57606/1356976-saga_icon.jpg	1356976-saga_super.jpg	1356976-saga_icon.jpg
232763	2010	9	http://media.comicvine.com/uploads/5/56062/1372524-origins_of_marvel_comics_x_men_super.jpg	http://media.comicvine.com/uploads/5/56062/1372524-origins_of_marvel_comics_x_men_icon.jpg	1372524-origins_of_marvel_comics_x_men_super.jpg	1372524-origins_of_marvel_comics_x_men_icon.jpg
234641	2010	11	http://media.comicvine.com/uploads/6/60352/1397711-prv6365_cov_super.jpg	http://media.comicvine.com/uploads/6/60352/1397711-prv6365_cov_icon.jpg	1397711-prv6365_cov_super.jpg	1397711-prv6365_cov_icon.jpg
236300	2010	9	http://media.comicvine.com/uploads/7/70288/1579219-x_men_second_coming_super.jpg	http://media.comicvine.com/uploads/7/70288/1579219-x_men_second_coming_icon.jpg	1579219-x_men_second_coming_super.jpg	1579219-x_men_second_coming_icon.jpg
167046	2005	-1	http://media.comicvine.com/uploads/4/46557/916391-on_ice_super.jpg	http://media.comicvine.com/uploads/4/46557/916391-on_ice_icon.jpg	916391-on_ice_super.jpg	916391-on_ice_icon.jpg
156102	2009	6	http://media.comicvine.com/uploads/0/40/783937-x1_super.jpg	http://media.comicvine.com/uploads/0/40/783937-x1_icon.jpg	783937-x1_super.jpg	783937-x1_icon.jpg
185338	2009	8	http://media.comicvine.com/uploads/3/30405/1043860-sisterhood_super.jpg	http://media.comicvine.com/uploads/3/30405/1043860-sisterhood_icon.jpg	1043860-sisterhood_super.jpg	1043860-sisterhood_icon.jpg
238082	2010	10	http://media.comicvine.com/uploads/2/22664/1458320-xmn_sc_r_super.jpg	http://media.comicvine.com/uploads/2/22664/1458320-xmn_sc_r_icon.jpg	1458320-xmn_sc_r_super.jpg	1458320-xmn_sc_r_icon.jpg
239137	2010	12	http://media.comicvine.com/uploads/0/6754/1467335-x23_2_legion_cps_001_super.jpg	http://media.comicvine.com/uploads/0/6754/1467335-x23_2_legion_cps_001_icon.jpg	1467335-x23_2_legion_cps_001_super.jpg	1467335-x23_2_legion_cps_001_icon.jpg
244789	2011	1	http://media.comicvine.com/uploads/0/6754/1516089-x233c_super.jpg	http://media.comicvine.com/uploads/0/6754/1516089-x233c_icon.jpg	1516089-x233c_super.jpg	1516089-x233c_icon.jpg
250666	2011	2	http://media.comicvine.com/uploads/0/6754/1577597-xmenlegacy243c_super.jpg	http://media.comicvine.com/uploads/0/6754/1577597-xmenlegacy243c_icon.jpg	1577597-xmenlegacy243c_super.jpg	1577597-xmenlegacy243c_icon.jpg
251489	2008	8	http://media.comicvine.com/uploads/3/30405/1584771-wd154_super.jpg	http://media.comicvine.com/uploads/3/30405/1584771-wd154_icon.jpg	1584771-wd154_super.jpg	1584771-wd154_icon.jpg
253004	2011	2	http://media.comicvine.com/uploads/0/77/1591648-heroic_age_x_men_vol_1_1_super.jpg	http://media.comicvine.com/uploads/0/77/1591648-heroic_age_x_men_vol_1_1_icon.jpg	1591648-heroic_age_x_men_vol_1_1_super.jpg	1591648-heroic_age_x_men_vol_1_1_icon.jpg
258326	2011	3	http://media.comicvine.com/uploads/0/6754/1625955-xmen244c_super.jpg	http://media.comicvine.com/uploads/0/6754/1625955-xmen244c_icon.jpg	1625955-xmen244c_super.jpg	1625955-xmen244c_icon.jpg
259113	2011	3	http://media.comicvine.com/uploads/0/6754/1636484-ageofx1a_super.jpg	http://media.comicvine.com/uploads/0/6754/1636484-ageofx1a_icon.jpg	1636484-ageofx1a_super.jpg	1636484-ageofx1a_icon.jpg
263176	2011	3	http://media.comicvine.com/uploads/5/58852/1677105-15_super.jpg	http://media.comicvine.com/uploads/5/58852/1677105-15_icon.jpg	1677105-15_super.jpg	1677105-15_icon.jpg
263714	2011	4	http://media.comicvine.com/uploads/0/6754/1685218-prv7852_cov_super.jpg	http://media.comicvine.com/uploads/0/6754/1685218-prv7852_cov_icon.jpg	1685218-prv7852_cov_super.jpg	1685218-prv7852_cov_icon.jpg
264371	2010	1	http://media.comicvine.com/uploads/3/30405/1693837-186_super.jpg	http://media.comicvine.com/uploads/3/30405/1693837-186_icon.jpg	1693837-186_super.jpg	1693837-186_icon.jpg
264373	2009	12	http://media.comicvine.com/uploads/3/30405/1693853-185_super.jpg	http://media.comicvine.com/uploads/3/30405/1693853-185_icon.jpg	1693853-185_super.jpg	1693853-185_icon.jpg
264375	2009	11	http://media.comicvine.com/uploads/3/30405/1693931-184_super.jpg	http://media.comicvine.com/uploads/3/30405/1693931-184_icon.jpg	1693931-184_super.jpg	1693931-184_icon.jpg
264384	2009	10	http://media.comicvine.com/uploads/3/30405/1694004-183_super.jpg	http://media.comicvine.com/uploads/3/30405/1694004-183_icon.jpg	1694004-183_super.jpg	1694004-183_icon.jpg
264422	2009	7	http://media.comicvine.com/uploads/3/30405/1694607-179_super.jpg	http://media.comicvine.com/uploads/3/30405/1694607-179_icon.jpg	1694607-179_super.jpg	1694607-179_icon.jpg
264305	2009	5	http://media.comicvine.com/uploads/0/9116/1692888-177_super.jpg	http://media.comicvine.com/uploads/0/9116/1692888-177_icon.jpg	1692888-177_super.jpg	1692888-177_icon.jpg
264817	2008	6	http://media.comicvine.com/uploads/3/30405/1699649-165_super.jpg	http://media.comicvine.com/uploads/3/30405/1699649-165_icon.jpg	1699649-165_super.jpg	1699649-165_icon.jpg
264831	2008	5	http://media.comicvine.com/uploads/3/30405/1699704-164_super.jpg	http://media.comicvine.com/uploads/3/30405/1699704-164_icon.jpg	1699704-164_super.jpg	1699704-164_icon.jpg
264861	2007	11	http://media.comicvine.com/uploads/3/30405/1700088-158_super.jpg	http://media.comicvine.com/uploads/3/30405/1700088-158_icon.jpg	1700088-158_super.jpg	1700088-158_icon.jpg
246654	2010	-1	http://media.comicvine.com/uploads/8/80602/1529962-xmen12_super.png	http://media.comicvine.com/uploads/8/80602/1529962-xmen12_icon.png	1529962-xmen12_super.png	1529962-xmen12_icon.png
249035	2010	5	http://media.comicvine.com/uploads/3/30405/1560065-e4_super.jpg	http://media.comicvine.com/uploads/3/30405/1560065-e4_icon.jpg	1560065-e4_super.jpg	1560065-e4_icon.jpg
251899	2008	9	http://media.comicvine.com/uploads/0/9116/1586430-155_super.jpg	http://media.comicvine.com/uploads/0/9116/1586430-155_icon.jpg	1586430-155_super.jpg	1586430-155_icon.jpg
266004	2011	5	http://media.comicvine.com/uploads/8/86785/1722303-generationhope05_super.jpg	http://media.comicvine.com/uploads/8/86785/1722303-generationhope05_icon.jpg	1722303-generationhope05_super.jpg	1722303-generationhope05_icon.jpg
266133	2011	3	http://media.comicvine.com/uploads/5/58852/1724694-16_super.jpg	http://media.comicvine.com/uploads/5/58852/1724694-16_icon.jpg	1724694-16_super.jpg	1724694-16_icon.jpg
266431	2011	4	http://media.comicvine.com/uploads/9/96457/1732337-1d_274248_0_xmenlegacyhctp4hccollision_super.jpg	http://media.comicvine.com/uploads/9/96457/1732337-1d_274248_0_xmenlegacyhctp4hccollision_icon.jpg	1732337-1d_274248_0_xmenlegacyhctp4hccollision_super.jpg	1732337-1d_274248_0_xmenlegacyhctp4hccollision_icon.jpg
266508	2011	5	http://media.comicvine.com/uploads/8/86785/1734890-newmutants023_super.jpg	http://media.comicvine.com/uploads/8/86785/1734890-newmutants023_icon.jpg	1734890-newmutants023_super.jpg	1734890-newmutants023_icon.jpg
267557	2011	3	http://media.comicvine.com/uploads/2/22664/1758788-nm__fotnm_super.jpg	http://media.comicvine.com/uploads/2/22664/1758788-nm__fotnm_icon.jpg	1758788-nm__fotnm_super.jpg	1758788-nm__fotnm_icon.jpg
268218	2011	6	http://media.comicvine.com/uploads/9/96457/1769499-prv8297_cov_super.jpg	http://media.comicvine.com/uploads/9/96457/1769499-prv8297_cov_icon.jpg	1769499-prv8297_cov_super.jpg	1769499-prv8297_cov_icon.jpg
268475	2011	4	http://media.comicvine.com/uploads/5/58852/1772511-17_super.jpg	http://media.comicvine.com/uploads/5/58852/1772511-17_icon.jpg	1772511-17_super.jpg	1772511-17_icon.jpg
268985	2011	6	http://media.comicvine.com/uploads/9/96457/1787068-prv8417_cov_super.jpg	http://media.comicvine.com/uploads/9/96457/1787068-prv8417_cov_icon.jpg	1787068-prv8417_cov_super.jpg	1787068-prv8417_cov_icon.jpg
268981	2011	6	http://media.comicvine.com/uploads/8/86785/1786835-ageofxuniverse02_super.jpg	http://media.comicvine.com/uploads/8/86785/1786835-ageofxuniverse02_icon.jpg	1786835-ageofxuniverse02_super.jpg	1786835-ageofxuniverse02_icon.jpg
268930	2011	6	http://media.comicvine.com/uploads/3/30405/1785929-536_super.jpg	http://media.comicvine.com/uploads/3/30405/1785929-536_icon.jpg	1785929-536_super.jpg	1785929-536_icon.jpg
269289	2011	4	http://media.comicvine.com/uploads/3/30405/1793709-x23kd_super.jpg	http://media.comicvine.com/uploads/3/30405/1793709-x23kd_icon.jpg	1793709-x23kd_super.jpg	1793709-x23kd_icon.jpg
269781	2011	7	http://media.comicvine.com/uploads/3/30405/1804728-xl_super.jpg	http://media.comicvine.com/uploads/3/30405/1804728-xl_icon.jpg	1804728-xl_super.jpg	1804728-xl_icon.jpg
269984	2011	5	http://media.comicvine.com/uploads/3/30405/1806704-om_super.jpg	http://media.comicvine.com/uploads/3/30405/1806704-om_icon.jpg	1806704-om_super.jpg	1806704-om_icon.jpg
166689	2009	-1	http://media.comicvine.com/uploads/0/9116/911368-0_super.jpg	http://media.comicvine.com/uploads/0/9116/911368-0_icon.jpg	911368-0_super.jpg	911368-0_icon.jpg
270399	2011	7	http://media.comicvine.com/uploads/3/30405/1813864-xg1_super.jpg	http://media.comicvine.com/uploads/3/30405/1813864-xg1_icon.jpg	1813864-xg1_super.jpg	1813864-xg1_icon.jpg
271831	2011	5	http://media.comicvine.com/uploads/5/58852/1828849-18_super.jpg	http://media.comicvine.com/uploads/5/58852/1828849-18_icon.jpg	1828849-18_super.jpg	1828849-18_icon.jpg
272405	2011	5	http://media.comicvine.com/uploads/9/96457/1838183-second_coming_super.jpg	http://media.comicvine.com/uploads/9/96457/1838183-second_coming_icon.jpg	1838183-second_coming_super.jpg	1838183-second_coming_icon.jpg
272409	2011	5	http://media.comicvine.com/uploads/9/96457/1838232-61qjed3kngl_super.jpg	http://media.comicvine.com/uploads/9/96457/1838232-61qjed3kngl_icon.jpg	1838232-61qjed3kngl_super.jpg	1838232-61qjed3kngl_icon.jpg
273056	2011	8	http://media.comicvine.com/uploads/0/5344/1848624-x_men_legacy_super.jpg	http://media.comicvine.com/uploads/0/5344/1848624-x_men_legacy_icon.jpg	1848624-x_men_legacy_super.jpg	1848624-x_men_legacy_icon.jpg
273104	2011	5	http://media.comicvine.com/uploads/6/67397/1862827-01_super.jpg	http://media.comicvine.com/uploads/6/67397/1862827-01_icon.jpg	1862827-01_super.jpg	1862827-01_icon.jpg
274227	2011	8	http://media.comicvine.com/uploads/3/30405/1860187-x13_super.jpg	http://media.comicvine.com/uploads/3/30405/1860187-x13_icon.jpg	1860187-x13_super.jpg	1860187-x13_icon.jpg
275631	2004	5	http://media.comicvine.com/uploads/9/96457/1871389-x_men_deluxe109_super.jpg	http://media.comicvine.com/uploads/9/96457/1871389-x_men_deluxe109_icon.jpg	1871389-x_men_deluxe109_super.jpg	1871389-x_men_deluxe109_icon.jpg
275659	2004	6	http://media.comicvine.com/uploads/9/96457/1871473-x_men_deluxe110_super.jpg	http://media.comicvine.com/uploads/9/96457/1871473-x_men_deluxe110_icon.jpg	1871473-x_men_deluxe110_super.jpg	1871473-x_men_deluxe110_icon.jpg
275727	2004	9	http://media.comicvine.com/uploads/9/96457/1872118-x_men_deluxe113_super.jpg	http://media.comicvine.com/uploads/9/96457/1872118-x_men_deluxe113_icon.jpg	1872118-x_men_deluxe113_super.jpg	1872118-x_men_deluxe113_icon.jpg
275731	2004	10	http://media.comicvine.com/uploads/9/96457/1872123-x_men_deluxe114_super.jpg	http://media.comicvine.com/uploads/9/96457/1872123-x_men_deluxe114_icon.jpg	1872123-x_men_deluxe114_super.jpg	1872123-x_men_deluxe114_icon.jpg
275732	2004	11	http://media.comicvine.com/uploads/9/96457/1872130-x_men_deluxe115_super.jpg	http://media.comicvine.com/uploads/9/96457/1872130-x_men_deluxe115_icon.jpg	1872130-x_men_deluxe115_super.jpg	1872130-x_men_deluxe115_icon.jpg
275733	2004	12	http://media.comicvine.com/uploads/9/96457/1872137-x_men_deluxe116_super.jpg	http://media.comicvine.com/uploads/9/96457/1872137-x_men_deluxe116_icon.jpg	1872137-x_men_deluxe116_super.jpg	1872137-x_men_deluxe116_icon.jpg
275739	2005	1	http://media.comicvine.com/uploads/9/96457/1872172-x_men_deluxe117_super.jpg	http://media.comicvine.com/uploads/9/96457/1872172-x_men_deluxe117_icon.jpg	1872172-x_men_deluxe117_super.jpg	1872172-x_men_deluxe117_icon.jpg
275747	2005	4	http://media.comicvine.com/uploads/9/96457/1872259-x_men_deluxe120_super.jpg	http://media.comicvine.com/uploads/9/96457/1872259-x_men_deluxe120_icon.jpg	1872259-x_men_deluxe120_super.jpg	1872259-x_men_deluxe120_icon.jpg
