"Character Id: 1464, Name: Iceman"	Number of Issues: 3517						
issue_id	publish_year	publish_month	publish_day	super_url	icon_url	super_url	icon_url
10311	1969	7	-1	http://media.comicvine.com/uploads/0/4/9341-2353-10311-1-marvel-super-heroes_super.jpg	http://media.comicvine.com/uploads/0/4/9341-2353-10311-1-marvel-super-heroes_icon.jpg	9341-2353-10311-1-marvel-super-heroes_super.jpg	9341-2353-10311-1-marvel-super-heroes_icon.jpg
10366	1969	8	-1	http://media.comicvine.com/uploads/0/4/9394-2133-10366-1-x-men_super.jpg	http://media.comicvine.com/uploads/0/4/9394-2133-10366-1-x-men_icon.jpg	9394-2133-10366-1-x-men_super.jpg	9394-2133-10366-1-x-men_icon.jpg
10417	1969	9	-1	http://media.comicvine.com/uploads/0/4/9443-2133-10417-1-x-men_super.jpg	http://media.comicvine.com/uploads/0/4/9443-2133-10417-1-x-men_icon.jpg	9443-2133-10417-1-x-men_super.jpg	9443-2133-10417-1-x-men_icon.jpg
10409	1969	9	-1	http://media.comicvine.com/uploads/0/4/9435-2353-10409-1-marvel-super-heroes_super.jpg	http://media.comicvine.com/uploads/0/4/9435-2353-10409-1-marvel-super-heroes_icon.jpg	9435-2353-10409-1-marvel-super-heroes_super.jpg	9435-2353-10409-1-marvel-super-heroes_icon.jpg
10410	1969	9	-1	http://media.comicvine.com/uploads/0/4/9436-2293-10410-1-marvel-tales_super.jpg	http://media.comicvine.com/uploads/0/4/9436-2293-10410-1-marvel-tales_icon.jpg	9436-2293-10410-1-marvel-tales_super.jpg	9436-2293-10410-1-marvel-tales_icon.jpg
10475	1969	10	-1	http://media.comicvine.com/uploads/0/4/9498-2133-10475-1-x-men_super.jpg	http://media.comicvine.com/uploads/0/4/9498-2133-10475-1-x-men_icon.jpg	9498-2133-10475-1-x-men_super.jpg	9498-2133-10475-1-x-men_icon.jpg
10526	1969	11	-1	http://media.comicvine.com/uploads/0/4/9547-2133-10526-1-x-men_super.jpg	http://media.comicvine.com/uploads/0/4/9547-2133-10526-1-x-men_icon.jpg	9547-2133-10526-1-x-men_super.jpg	9547-2133-10526-1-x-men_icon.jpg
10517	1969	11	-1	http://media.comicvine.com/uploads/0/4/9538-2353-10517-1-marvel-super-heroes_super.jpg	http://media.comicvine.com/uploads/0/4/9538-2353-10517-1-marvel-super-heroes_icon.jpg	9538-2353-10517-1-marvel-super-heroes_super.jpg	9538-2353-10517-1-marvel-super-heroes_icon.jpg
10580	1969	12	-1	http://media.comicvine.com/uploads/0/4/9598-2133-10580-1-x-men_super.jpg	http://media.comicvine.com/uploads/0/4/9598-2133-10580-1-x-men_icon.jpg	9598-2133-10580-1-x-men_super.jpg	9598-2133-10580-1-x-men_icon.jpg
10635	1970	1	-1	http://media.comicvine.com/uploads/7/71316/1316939-xcover_super.jpg	http://media.comicvine.com/uploads/7/71316/1316939-xcover_icon.jpg	1316939-xcover_super.jpg	1316939-xcover_icon.jpg
10625	1970	1	-1	http://media.comicvine.com/uploads/0/4/9633-2353-10625-1-marvel-super-heroes_super.jpg	http://media.comicvine.com/uploads/0/4/9633-2353-10625-1-marvel-super-heroes_icon.jpg	9633-2353-10625-1-marvel-super-heroes_super.jpg	9633-2353-10625-1-marvel-super-heroes_icon.jpg
10676	1970	2	-1	http://media.comicvine.com/uploads/0/4/9683-2133-10676-1-x-men_super.jpg	http://media.comicvine.com/uploads/0/4/9683-2133-10676-1-x-men_icon.jpg	9683-2133-10676-1-x-men_super.jpg	9683-2133-10676-1-x-men_icon.jpg
10724	1970	3	-1	http://media.comicvine.com/uploads/0/4/9730-2133-10724-1-x-men_super.jpg	http://media.comicvine.com/uploads/0/4/9730-2133-10724-1-x-men_icon.jpg	9730-2133-10724-1-x-men_super.jpg	9730-2133-10724-1-x-men_icon.jpg
10715	1970	3	-1	http://media.comicvine.com/uploads/0/4/9721-2353-10715-1-marvel-super-heroes_super.jpg	http://media.comicvine.com/uploads/0/4/9721-2353-10715-1-marvel-super-heroes_icon.jpg	9721-2353-10715-1-marvel-super-heroes_super.jpg	9721-2353-10715-1-marvel-super-heroes_icon.jpg
10807	1970	5	-1	http://media.comicvine.com/uploads/0/4/9811-2353-10807-1-marvel-super-heroes_super.jpg	http://media.comicvine.com/uploads/0/4/9811-2353-10807-1-marvel-super-heroes_icon.jpg	9811-2353-10807-1-marvel-super-heroes_super.jpg	9811-2353-10807-1-marvel-super-heroes_icon.jpg
10903	1970	7	-1	http://media.comicvine.com/uploads/0/4/9903-2353-10903-1-marvel-super-heroes_super.jpg	http://media.comicvine.com/uploads/0/4/9903-2353-10903-1-marvel-super-heroes_icon.jpg	9903-2353-10903-1-marvel-super-heroes_super.jpg	9903-2353-10903-1-marvel-super-heroes_icon.jpg
123954	1970	8	-1	http://media.comicvine.com/uploads/1/16281/316896-20665-123954-1-marvel-s-greatest-co_super.jpg	http://media.comicvine.com/uploads/1/16281/316896-20665-123954-1-marvel-s-greatest-co_icon.jpg	316896-20665-123954-1-marvel-s-greatest-co_super.jpg	316896-20665-123954-1-marvel-s-greatest-co_icon.jpg
