Star_Trek:_First_Contact_(1996)	Jonathan_Frakes	Patrick_Stewart	Jonathan_Frakes	Brent_Spiner	LeVar_Burton
Space_Adventure_Cobra_(1982)	Osamu_Dezaki	Shigeru_Matsuzaki	Akiko_Nakamura	Gorô_Mutsumi	Yoshiko_Sakakibara
RoboCop_(1987)	Paul_Verhoeven	Peter_Weller	Nancy_Allen	Dan_O'Herlihy	Ronny_Cox
Mystery_Science_Theater_3000:_The_Movie_(1996)	Jim_Mallon	Trace_Beaulieu	Michael_J._Nelson	Jim_Mallon	Kevin_Murphy
X2_(2003)	Bryan_Singer	Patrick_Stewart	Hugh_Jackman	Halle_Berry	Ian_McKellen
Looper_(2012)	Rian_Johnson	Joseph_Gordon-Levitt	Bruce_Willis	Emily_Blunt	Paul_Dano
Pi_(1998)	Darren_Aronofsky	Sean_Gullette	Mark_Margolis	Ben_Shenkman	Pamela_Hart
The_Fly_(1986)	David_Cronenberg	Jeff_Goldblum	Geena_Davis	John_Getz	Joy_Boushel
The_Carrington_Event_(2013)	Rob_Underhill	Rusty_Martin_Sr.	Katie_Garfield	Christopher_Marrone	W._Scott_Parker_III
Total_Recall_(1990)	Paul_Verhoeven	Arnold_Schwarzenegger	Sharon_Stone	Michael_Ironside	Rachel_Ticotin
Source_Code_(2011)	Duncan_Jones	Jake_Gyllenhaal	Michelle_Monaghan	Vera_Farmiga	Jeffrey_Wright
Cybornetics_(2012)	Dwayne_Buckle	Raw_Leiba	James_Rich	Justiin_A._Davis	Hillary_Hawkins
Take_Shelter_(2011)	Jeff_Nichols	Michael_Shannon	Jessica_Chastain	Shea_Whigham	Tova_Stewart
Under_the_Skin_(2013)	Jonathan_Glazer	Scarlett_Johansson	Jeremy_McWilliams	Lynsey_Taylor_Mackay	Dougie_McConnell
X-Men_(2000)	Bryan_Singer	Patrick_Stewart	Hugh_Jackman	Ian_McKellen	Famke_Janssen
Dawn_of_the_Dead_(2004)	Zack_Snyder	Sarah_Polley	Ving_Rhames	Mekhi_Phifer	Jake_Weber
